,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter,NSW,NT,QLD,SA,VIC,WA
1277,11.6,28.0,0.0,11.0,11.0,44.0,19.0,13.0,39.0,20.0,1019.9,1015.4,5.0,3.0,20.6,26.1,0,1,0,0,0,0,1,0,0,0,0
14693,11.5,26.8,0.0,3.6,6.6,17.0,6.0,4.0,100.0,48.0,1019.9,1016.0,6.0,7.0,13.1,25.7,0,1,0,0,0,0,0,0,0,1,0
9932,2.3,18.3,0.0,2.6,9.1,20.0,6.0,7.0,80.0,36.0,1025.3,1021.3,5.0,7.0,8.4,17.4,0,1,0,0,0,1,0,0,0,0,0
4584,7.0,22.0,0.0,3.4,10.0,26.0,4.0,7.0,73.0,43.0,1030.4,1026.6,1.0,2.0,14.6,21.4,0,0,0,0,1,0,0,0,0,0,1
404,16.7,34.1,21.2,11.0,12.1,44.0,4.0,22.0,71.0,27.0,1012.0,1008.2,1.0,1.0,22.3,32.7,1,0,0,1,0,0,0,0,0,1,0
9986,7.0,11.7,0.8,3.0,4.2,69.0,30.0,33.0,82.0,60.0,1012.7,1010.9,8.0,2.0,7.7,11.0,0,0,0,0,1,1,0,0,0,0,0
6469,23.3,27.6,53.4,7.4,0.0,30.0,11.0,13.0,93.0,78.0,1008.3,1006.5,8.0,7.0,24.1,27.0,1,1,0,0,0,0,0,1,0,0,0
7857,7.7,27.6,0.0,5.0,10.4,37.0,19.0,17.0,43.0,14.0,1018.3,1013.0,2.0,7.0,16.0,26.3,0,0,1,0,0,0,0,0,0,1,0
4824,10.1,30.1,0.0,9.8,0.9,63.0,39.0,33.0,49.0,32.0,1007.7,1003.9,7.0,7.0,21.0,29.1,0,0,0,1,0,0,0,0,0,1,0
219,3.5,14.3,0.0,3.4,8.9,35.0,7.0,24.0,71.0,51.0,1027.8,1025.0,1.0,1.0,6.7,12.7,0,0,0,0,1,0,0,0,0,1,0
4901,2.8,17.0,0.0,2.2,9.3,28.0,2.0,13.0,89.0,51.0,1029.9,1026.3,1.0,4.0,8.2,16.7,0,0,0,0,1,0,0,0,0,0,1
2216,9.2,17.8,0.0,4.0,5.2,39.0,11.0,24.0,86.0,49.0,1024.7,1022.3,8.0,6.0,11.0,17.6,0,0,0,0,1,0,0,0,0,1,0
4772,17.3,20.2,0.8,2.4,0.5,65.0,28.0,35.0,88.0,90.0,1012.0,1008.1,6.0,7.0,19.0,19.5,0,0,1,0,0,1,0,0,0,0,0
3499,20.2,25.5,6.8,6.0,0.2,46.0,15.0,20.0,93.0,90.0,1011.0,1010.4,7.0,7.0,21.2,20.6,1,0,0,1,0,0,0,0,0,1,0
8647,18.1,25.3,0.0,6.8,3.3,31.0,6.0,19.0,68.0,57.0,1013.4,1012.5,7.0,7.0,21.1,23.8,0,0,0,1,0,1,0,0,0,0,0
1252,8.5,20.4,0.0,1.8,6.3,28.0,15.0,11.0,77.0,40.0,1023.6,1020.3,7.0,7.0,13.1,19.9,0,0,0,0,1,0,0,0,0,0,1
3006,26.4,36.0,0.0,7.8,11.4,43.0,17.0,28.0,69.0,50.0,1012.3,1007.2,2.0,5.0,30.3,33.6,0,0,1,0,0,0,1,0,0,0,0
5142,16.1,34.3,0.0,7.2,4.4,41.0,6.0,15.0,29.0,15.0,1008.9,1006.9,0.0,0.0,23.1,32.5,0,0,0,1,0,0,0,0,1,0,0
162,13.2,17.0,11.0,1.0,5.5,81.0,35.0,33.0,77.0,55.0,1005.3,1009.8,7.0,5.0,16.5,14.1,1,0,0,0,1,0,0,0,0,0,1
7955,9.9,28.2,0.0,9.8,13.4,31.0,11.0,13.0,46.0,23.0,1017.1,1014.2,0.0,0.0,15.7,24.0,0,0,0,1,0,0,0,0,0,1,0
5017,9.1,23.2,0.0,8.6,13.3,43.0,15.0,17.0,42.0,42.0,1026.9,1022.6,2.0,1.0,16.4,21.2,0,0,1,0,0,0,0,0,0,0,1
6906,7.0,18.3,1.8,2.4,10.2,26.0,6.0,6.0,76.0,44.0,1028.5,1025.8,1.0,1.0,9.4,17.0,1,1,0,0,0,0,0,0,0,1,0
12435,5.5,16.4,4.8,2.0,2.7,28.0,17.0,9.0,92.0,80.0,1034.7,1033.0,7.0,7.0,11.1,13.4,1,0,0,0,1,1,0,0,0,0,0
6784,8.9,14.4,1.4,0.4,3.2,28.0,11.0,15.0,90.0,67.0,1024.5,1023.7,7.0,6.0,10.5,13.0,1,0,0,0,1,0,0,0,0,1,0
2593,8.1,28.9,0.0,9.2,13.0,39.0,11.0,19.0,36.0,15.0,1011.7,1009.7,1.0,6.0,20.2,27.6,0,0,0,1,0,1,0,0,0,0,0
4330,10.5,34.3,0.0,5.6,11.4,41.0,20.0,19.0,21.0,12.0,1017.2,1012.9,0.0,0.0,25.1,33.5,0,0,1,0,0,0,0,0,0,0,1
790,15.8,22.6,1.6,4.0,3.4,24.0,11.0,9.0,52.0,52.0,1025.9,1022.2,7.0,7.0,21.8,21.2,1,0,1,0,0,0,0,1,0,0,0
8257,17.3,25.6,0.0,8.0,10.1,46.0,13.0,33.0,61.0,55.0,1021.8,1018.5,7.0,5.0,21.1,23.1,0,0,1,0,0,1,0,0,0,0,0
1721,24.1,35.0,0.0,12.0,10.8,44.0,30.0,13.0,30.0,19.0,1019.0,1014.6,1.0,3.0,28.3,34.1,0,0,0,1,0,0,0,0,0,0,1
2429,25.3,32.4,0.0,6.4,8.4,35.0,13.0,24.0,77.0,64.0,1007.5,1005.3,3.0,2.0,28.6,32.2,0,0,0,1,0,0,1,0,0,0,0
7018,25.9,35.6,0.0,9.0,12.3,39.0,13.0,24.0,64.0,55.0,1010.8,1006.2,4.0,1.0,30.1,32.0,0,0,0,1,0,0,0,1,0,0,0
1486,24.9,38.0,0.0,16.0,5.4,52.0,28.0,26.0,11.0,8.0,1013.4,1009.4,7.0,6.0,29.7,35.9,0,0,0,1,0,0,1,0,0,0,0
842,18.5,28.4,0.0,2.0,12.0,31.0,9.0,20.0,70.0,72.0,1015.4,1014.8,1.0,1.0,25.9,27.2,0,0,0,1,0,1,0,0,0,0,0
1329,7.9,17.4,17.6,2.4,6.7,43.0,20.0,26.0,80.0,43.0,1023.1,1023.4,4.0,5.0,11.7,16.9,1,0,1,0,0,0,0,0,0,1,0
9038,1.4,19.0,0.0,1.2,8.0,20.0,9.0,9.0,83.0,50.0,1031.1,1028.0,7.0,1.0,6.5,18.3,0,0,0,0,1,0,0,0,0,1,0
5120,22.0,28.1,0.4,4.2,5.8,33.0,17.0,20.0,73.0,66.0,1017.7,1014.5,2.0,7.0,25.0,26.9,0,1,0,0,0,0,0,1,0,0,0
6732,27.5,35.3,0.0,8.2,10.7,41.0,2.0,22.0,70.0,70.0,1001.9,999.7,3.0,4.0,32.3,33.5,0,0,0,1,0,0,0,1,0,0,0
7017,14.8,21.4,0.0,5.0,8.9,35.0,13.0,15.0,67.0,59.0,1021.9,1020.3,8.0,6.0,15.9,20.0,0,0,0,1,0,0,0,0,0,1,0
1022,1.9,15.7,0.0,0.8,8.5,26.0,7.0,11.0,79.0,49.0,1034.8,1031.2,0.0,4.0,7.2,14.5,0,1,0,0,0,0,0,0,0,1,0
12580,7.5,11.7,8.6,1.2,6.8,72.0,17.0,28.0,84.0,54.0,1011.6,1014.5,7.0,3.0,9.0,11.1,1,0,0,0,1,0,0,0,0,1,0
6789,19.6,29.9,0.0,9.0,9.2,43.0,17.0,24.0,56.0,56.0,1017.8,1014.3,7.0,7.0,25.3,28.0,0,1,0,0,0,0,0,1,0,0,0
2159,5.0,17.6,0.2,0.8,6.7,31.0,20.0,13.0,79.0,67.0,1027.7,1024.9,6.0,6.0,11.5,16.0,0,0,0,0,1,0,0,0,1,0,0
1938,1.5,22.0,0.0,3.2,9.2,30.0,11.0,11.0,37.0,33.0,1023.3,1020.5,3.0,6.0,12.1,20.6,0,1,0,0,0,0,1,0,0,0,0
2981,23.6,31.4,15.8,4.6,3.4,28.0,4.0,19.0,77.0,70.0,1008.1,1005.6,7.0,6.0,28.0,30.1,1,0,0,1,0,0,0,1,0,0,0
9125,12.5,21.1,0.0,8.0,9.5,63.0,24.0,33.0,64.0,26.0,1007.7,1008.8,6.0,5.0,15.3,19.3,0,0,1,0,0,0,0,0,0,1,0
4201,23.7,33.4,0.0,6.0,11.2,43.0,19.0,22.0,73.0,35.0,1014.1,1010.3,1.0,1.0,27.4,32.9,0,1,0,0,0,0,1,0,0,0,0
2710,4.6,15.6,0.0,4.4,9.8,50.0,26.0,37.0,70.0,46.0,1018.1,1015.7,1.0,3.0,8.6,15.5,0,0,0,0,1,1,0,0,0,0,0
9671,9.2,20.8,0.2,1.0,2.0,31.0,11.0,13.0,90.0,59.0,1020.1,1017.7,8.0,6.0,12.9,20.3,0,1,0,0,0,0,0,0,0,1,0
162,17.8,28.5,0.0,11.0,13.2,28.0,7.0,13.0,53.0,52.0,1014.6,1012.1,4.0,2.0,25.3,27.4,0,0,0,1,0,0,0,1,0,0,0
5045,16.8,19.9,0.2,4.4,4.1,43.0,19.0,19.0,78.0,83.0,1024.3,1022.0,6.0,7.0,18.2,18.1,0,0,0,0,1,1,0,0,0,0,0
1390,15.0,36.5,0.0,7.8,6.9,33.0,2.0,11.0,30.0,13.0,1020.8,1016.4,3.0,7.0,26.2,33.5,0,0,1,0,0,0,1,0,0,0,0
6068,8.5,15.1,0.0,2.8,7.2,44.0,20.0,28.0,72.0,58.0,1021.6,1020.3,1.0,7.0,9.4,14.0,0,0,0,0,1,0,0,0,0,1,0
1234,2.8,13.2,0.0,2.4,9.1,30.0,13.0,22.0,89.0,47.0,1027.6,1025.7,2.0,1.0,5.8,12.4,0,0,0,0,1,0,0,0,0,1,0
896,1.7,13.0,0.0,1.8,4.0,39.0,19.0,17.0,74.0,41.0,1015.4,1013.5,4.0,7.0,6.3,11.4,0,0,0,0,1,0,0,0,0,1,0
2241,9.6,18.2,4.2,2.0,7.1,37.0,6.0,22.0,67.0,48.0,1029.1,1028.4,6.0,5.0,13.6,16.9,1,0,0,0,1,0,0,0,0,0,1
1608,15.3,21.3,14.0,3.6,5.5,43.0,17.0,30.0,66.0,64.0,1025.6,1024.1,7.0,4.0,17.7,19.9,1,1,0,0,0,1,0,0,0,0,0
1477,16.6,24.0,0.0,5.4,7.6,28.0,15.0,19.0,68.0,63.0,1013.7,1012.4,1.0,7.0,21.8,22.8,0,0,0,1,0,1,0,0,0,0,0
13974,11.8,24.3,1.2,8.6,11.5,54.0,22.0,30.0,55.0,33.0,1007.9,1009.5,4.0,6.0,17.3,23.0,1,0,0,1,0,0,0,0,0,1,0
7841,11.8,20.7,0.0,5.6,3.0,57.0,19.0,28.0,35.0,53.0,1005.9,1000.8,7.0,7.0,18.6,16.9,0,0,1,0,0,0,0,0,0,1,0
4644,4.0,13.4,0.0,1.2,2.3,24.0,15.0,9.0,91.0,65.0,1026.6,1024.2,8.0,7.0,5.8,12.2,0,0,0,0,1,0,0,0,0,1,0
6816,15.9,20.0,0.0,11.6,6.5,98.0,43.0,31.0,26.0,35.0,1000.5,996.6,7.0,8.0,16.6,18.8,0,0,1,0,0,0,0,0,0,1,0
3429,20.8,39.9,0.0,12.8,13.0,37.0,22.0,19.0,15.0,22.0,1012.2,1009.1,0.0,0.0,31.2,35.2,0,0,0,1,0,0,0,0,0,0,1
14309,10.4,28.1,0.0,8.0,13.4,31.0,2.0,17.0,70.0,45.0,1023.6,1020.2,1.0,1.0,17.1,25.7,0,0,0,1,0,0,0,0,0,1,0
9494,28.0,37.7,0.0,17.0,3.7,69.0,39.0,33.0,22.0,13.0,1007.6,1005.0,7.0,7.0,31.8,36.9,0,0,0,1,0,1,0,0,0,0,0
6175,17.2,24.4,0.0,6.0,6.8,33.0,15.0,17.0,58.0,67.0,1019.7,1017.1,2.0,3.0,22.5,22.1,0,0,0,1,0,1,0,0,0,0,0
86,13.8,28.1,0.0,5.6,10.8,57.0,35.0,24.0,54.0,25.0,1027.8,1024.7,1.0,0.0,17.7,27.2,0,1,0,0,0,0,0,0,0,0,1
649,7.2,23.0,0.0,6.4,12.3,41.0,22.0,28.0,39.0,41.0,1018.5,1015.6,3.0,1.0,19.9,21.2,0,0,1,0,0,0,0,0,0,0,1
1688,5.3,28.9,1.4,6.2,9.4,56.0,7.0,24.0,67.0,35.0,1015.3,1010.6,5.0,6.0,15.7,25.4,1,0,1,0,0,0,0,0,0,1,0
4678,14.7,19.7,0.0,3.6,8.6,41.0,20.0,22.0,57.0,71.0,1023.6,1020.5,1.0,2.0,17.5,17.9,0,0,0,0,1,1,0,0,0,0,0
2713,13.0,26.2,16.2,6.8,11.1,28.0,7.0,11.0,44.0,25.0,1014.9,1011.4,2.0,1.0,20.0,25.7,1,0,1,0,0,0,0,1,0,0,0
5900,15.7,20.7,3.0,3.2,4.2,54.0,20.0,15.0,61.0,62.0,1008.4,1008.2,4.0,4.0,19.8,18.9,1,1,0,0,0,0,0,0,0,0,1
5812,27.2,37.1,0.0,15.6,12.6,54.0,31.0,28.0,27.0,23.0,1012.1,1011.6,1.0,0.0,29.2,35.4,0,0,0,1,0,0,0,0,1,0,0
2090,9.3,22.9,0.2,4.0,8.4,30.0,7.0,17.0,100.0,48.0,1024.8,1023.9,7.0,4.0,12.5,22.0,0,1,0,0,0,0,0,0,1,0,0
1670,11.2,18.9,4.4,2.4,5.3,48.0,28.0,24.0,75.0,62.0,1025.5,1023.6,2.0,7.0,14.6,17.1,1,0,0,0,1,1,0,0,0,0,0
7821,14.9,23.3,0.0,5.8,8.2,33.0,13.0,20.0,52.0,42.0,1021.3,1020.1,7.0,4.0,17.5,21.3,0,0,0,0,1,1,0,0,0,0,0
7490,16.2,25.1,0.0,2.0,9.0,35.0,15.0,17.0,76.0,50.0,1020.2,1018.3,7.0,7.0,17.9,24.2,0,1,0,0,0,0,0,0,0,1,0
6722,16.2,23.3,0.6,2.0,1.5,31.0,17.0,7.0,59.0,55.0,1015.7,1011.7,7.0,7.0,19.0,22.4,0,0,0,1,0,0,0,0,0,1,0
10535,12.0,16.9,0.4,4.0,11.1,54.0,24.0,31.0,51.0,49.0,1027.1,1025.8,7.0,6.0,13.8,15.6,0,1,0,0,0,0,0,0,0,1,0
11165,20.7,34.8,0.0,13.8,12.3,63.0,30.0,17.0,52.0,29.0,1021.7,1018.0,1.0,4.0,24.0,33.3,0,0,0,1,0,1,0,0,0,0,0
14501,1.6,14.4,1.2,1.8,7.8,22.0,4.0,7.0,100.0,59.0,1031.2,1029.5,1.0,5.0,3.2,12.9,1,0,0,0,1,0,0,0,0,1,0
14384,12.0,18.1,0.0,4.6,0.0,33.0,13.0,15.0,60.0,52.0,1020.4,1019.2,7.0,7.0,15.0,17.7,0,1,0,0,0,0,0,0,0,1,0
9044,18.2,26.0,0.4,6.4,7.9,56.0,20.0,22.0,71.0,56.0,1008.9,1006.0,5.0,2.0,20.8,24.7,0,0,0,1,0,1,0,0,0,0,0
3697,5.1,19.6,0.0,2.2,10.0,30.0,19.0,11.0,72.0,46.0,1028.6,1026.1,0.0,2.0,11.5,18.6,0,0,0,0,1,1,0,0,0,0,0
3448,18.0,34.6,0.0,9.2,11.3,41.0,9.0,22.0,40.0,35.0,1009.6,1005.9,1.0,4.0,26.0,31.1,0,0,0,1,0,0,0,0,0,0,1
5749,5.4,18.5,0.0,3.0,6.5,30.0,4.0,13.0,78.0,43.0,1034.4,1029.2,7.0,3.0,7.5,17.8,0,0,1,0,0,0,0,0,0,1,0
9681,8.8,15.5,0.0,3.3,3.8,33.0,15.0,17.0,90.0,53.0,1025.3,1026.2,8.0,8.0,10.8,14.5,0,0,0,0,1,0,0,0,0,1,0
3086,20.6,31.6,0.0,3.8,10.7,41.0,15.0,31.0,65.0,52.0,1014.1,1011.6,6.0,6.0,27.7,29.8,0,1,0,0,0,0,0,1,0,0,0
5962,20.8,27.9,0.0,5.8,10.1,31.0,20.0,22.0,78.0,67.0,1020.0,1017.7,1.0,1.0,24.0,26.2,0,0,0,0,1,0,0,1,0,0,0
6890,13.2,28.2,0.0,5.8,5.5,69.0,13.0,7.0,50.0,48.0,1014.6,1008.2,4.0,6.0,19.9,23.7,0,0,1,0,0,1,0,0,0,0,0
4176,24.6,30.2,35.2,6.6,3.7,31.0,15.0,15.0,91.0,71.0,1012.0,1008.6,8.0,7.0,26.1,29.7,1,1,0,0,0,0,1,0,0,0,0
5259,7.7,14.2,0.0,2.2,5.5,26.0,17.0,20.0,69.0,49.0,1024.3,1020.5,8.0,8.0,9.6,13.7,0,0,0,0,1,0,0,0,1,0,0
3805,15.2,25.3,0.0,6.4,10.2,31.0,15.0,13.0,51.0,42.0,1015.6,1011.7,1.0,1.0,20.9,24.0,0,0,0,0,1,0,0,1,0,0,0
429,16.7,27.7,2.6,2.4,9.1,22.0,4.0,6.0,86.0,43.0,1018.7,1015.8,2.0,6.0,19.9,26.7,1,1,0,0,0,1,0,0,0,0,0
6513,14.2,27.0,0.2,9.2,5.2,74.0,26.0,30.0,43.0,50.0,1008.0,998.1,7.0,5.0,17.9,22.6,0,0,0,0,1,1,0,0,0,0,0
1099,14.7,30.2,0.0,9.8,11.3,50.0,20.0,28.0,44.0,13.0,1016.9,1011.8,0.0,0.0,20.1,29.5,0,1,0,0,0,0,0,0,0,0,1
4448,20.5,26.8,0.0,5.2,4.5,33.0,15.0,22.0,68.0,57.0,1016.8,1013.8,6.0,4.0,22.7,25.0,0,0,0,0,1,0,0,1,0,0,0
5118,21.0,38.4,0.0,9.8,10.1,41.0,17.0,20.0,38.0,41.0,1008.4,1006.8,1.0,2.0,30.8,33.9,0,0,0,1,0,0,0,0,0,0,1
3120,9.1,27.1,0.0,14.0,12.6,48.0,31.0,20.0,33.0,11.0,1022.0,1018.4,0.0,1.0,16.7,26.4,0,0,1,0,0,1,0,0,0,0,0
4561,20.4,31.5,0.0,10.0,8.6,31.0,17.0,20.0,57.0,62.0,1015.2,1011.4,2.0,3.0,28.0,29.4,0,0,1,0,0,0,0,1,0,0,0
2962,7.5,10.6,5.6,3.4,2.8,59.0,26.0,33.0,93.0,61.0,1000.5,1003.8,8.0,7.0,7.7,9.9,1,0,1,0,0,0,0,0,1,0,0
239,5.9,26.8,0.0,6.4,11.3,30.0,13.0,15.0,21.0,10.0,1017.9,1013.8,0.0,0.0,18.8,25.8,0,0,1,0,0,0,1,0,0,0,0
8639,17.6,26.6,0.0,7.0,9.6,41.0,9.0,28.0,50.0,40.0,1018.6,1015.3,5.0,4.0,22.8,25.7,0,0,0,1,0,1,0,0,0,0,0
4939,11.2,18.2,2.0,2.4,6.8,57.0,35.0,20.0,65.0,71.0,1010.0,1011.9,2.0,7.0,15.0,15.3,1,1,0,0,0,0,0,0,0,1,0
1216,3.6,14.4,4.6,1.0,7.3,46.0,17.0,30.0,88.0,76.0,1021.7,1020.6,7.0,7.0,7.9,13.5,1,0,0,0,1,0,0,0,1,0,0
4460,10.0,25.2,0.0,5.0,10.7,37.0,22.0,20.0,53.0,39.0,1018.2,1015.6,1.0,1.0,17.8,24.1,0,0,0,0,1,0,0,1,0,0,0
571,20.4,29.1,0.0,5.8,7.9,35.0,11.0,17.0,60.0,54.0,1019.6,1017.7,6.0,6.0,26.3,27.4,0,0,0,1,0,0,0,1,0,0,0
2992,7.7,26.7,0.0,4.4,10.6,28.0,17.0,11.0,48.0,19.0,1024.2,1019.6,0.0,0.0,17.2,26.2,0,1,0,0,0,1,0,0,0,0,0
6420,12.6,23.2,0.0,0.6,8.4,28.0,19.0,6.0,86.0,50.0,1022.3,1018.5,5.0,1.0,14.5,22.0,0,1,0,0,0,1,0,0,0,0,0
4923,12.4,24.0,0.0,3.2,5.4,30.0,13.0,11.0,70.0,50.0,1027.0,1023.2,6.0,6.0,14.7,22.3,0,0,0,0,1,0,0,0,0,0,1
1632,5.9,19.2,1.0,1.2,10.0,30.0,6.0,20.0,54.0,40.0,1017.0,1013.8,1.0,0.0,14.8,18.0,0,1,0,0,0,1,0,0,0,0,0
4650,10.6,13.6,0.0,2.6,0.0,30.0,19.0,9.0,70.0,67.0,1022.9,1021.1,8.0,8.0,11.6,12.9,0,0,0,0,1,0,0,0,1,0,0
1227,16.8,26.9,0.0,7.0,8.0,33.0,6.0,15.0,66.0,54.0,1021.6,1019.0,1.0,6.0,23.9,25.4,0,1,0,0,0,0,0,1,0,0,0
4413,13.0,17.4,0.2,5.4,7.0,54.0,31.0,26.0,62.0,62.0,1018.8,1016.3,6.0,7.0,15.1,16.2,0,0,0,0,1,1,0,0,0,0,0
5344,9.7,12.7,0.0,2.6,7.1,83.0,41.0,26.0,58.0,59.0,997.3,998.9,5.0,5.0,10.9,9.8,0,0,0,0,1,0,0,0,0,1,0
1886,14.5,28.6,0.0,4.8,11.1,20.0,7.0,7.0,51.0,31.0,1016.9,1012.9,0.0,0.0,22.0,27.6,0,1,0,0,0,0,0,1,0,0,0
2487,20.8,30.6,0.0,9.2,11.4,41.0,13.0,17.0,58.0,49.0,1013.2,1011.4,3.0,7.0,27.4,29.3,0,0,0,1,0,0,0,1,0,0,0
7258,7.5,12.9,0.4,2.0,1.9,37.0,9.0,11.0,92.0,50.0,1012.9,1017.4,7.0,6.0,9.9,12.3,0,0,0,0,1,0,0,0,0,1,0
13222,0.8,11.8,0.0,1.2,2.5,35.0,6.0,19.0,100.0,64.0,1021.9,1017.9,7.0,7.0,3.1,11.4,0,0,0,0,1,0,0,0,0,1,0
4243,22.2,30.0,0.0,6.2,8.3,43.0,13.0,28.0,59.0,65.0,1017.5,1014.0,3.0,7.0,27.4,26.2,0,0,1,0,0,0,0,1,0,0,0
5715,13.1,18.3,0.0,5.6,8.0,50.0,30.0,30.0,50.0,48.0,1027.8,1025.4,5.0,6.0,15.5,16.8,0,0,0,0,1,1,0,0,0,0,0
7502,18.5,28.7,0.0,2.2,8.8,43.0,6.0,31.0,78.0,67.0,1018.9,1015.7,3.0,6.0,24.6,26.0,0,0,0,0,1,0,0,1,0,0,0
3008,12.2,29.5,0.0,6.0,11.5,28.0,11.0,9.0,46.0,25.0,1023.3,1018.6,0.0,1.0,19.2,28.9,0,0,1,0,0,0,0,0,0,0,1
5417,25.6,32.4,0.0,10.6,3.9,44.0,13.0,30.0,75.0,69.0,1012.2,1010.1,7.0,7.0,28.8,29.3,0,0,0,1,0,0,0,1,0,0,0
