,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter
38,17.6,34.6,0.0,12.8,12.9,69.0,39.0,30.0,48.0,16.0,1017.6,1014.8,0.0,0.0,20.8,33.7,0,0,0,1,0
39,19.7,36.8,0.0,12.6,11.4,65.0,37.0,28.0,44.0,14.0,1016.3,1012.9,0.0,3.0,23.1,35.2,0,0,0,1,0
40,23.0,39.2,0.0,10.4,12.8,41.0,26.0,9.0,20.0,11.0,1012.6,1009.3,1.0,1.0,28.8,37.9,0,0,0,1,0
41,22.3,39.5,0.0,11.2,9.4,54.0,24.0,26.0,16.0,17.0,1007.3,1007.5,6.0,6.0,31.4,34.3,0,0,0,1,0
42,21.7,28.1,0.0,11.8,4.3,52.0,20.0,26.0,60.0,46.0,1013.8,1012.1,6.0,5.0,22.8,27.3,0,0,0,1,0
43,18.8,29.1,0.2,7.4,1.3,65.0,28.0,11.0,44.0,39.0,1009.0,1007.0,7.0,7.0,23.4,27.0,0,0,0,1,0
44,18.2,27.5,0.0,6.8,11.4,41.0,26.0,28.0,72.0,40.0,1011.4,1010.2,7.0,1.0,21.7,26.6,0,0,0,1,0
45,16.0,31.9,0.0,9.0,12.5,44.0,17.0,17.0,56.0,30.0,1013.3,1009.9,1.0,1.0,20.1,30.4,0,0,0,1,0
46,17.4,32.0,0.0,8.0,12.5,57.0,26.0,24.0,58.0,27.0,1013.8,1010.2,1.0,0.0,19.5,29.6,0,0,0,1,0
47,16.7,33.8,0.0,11.6,12.4,61.0,26.0,15.0,50.0,23.0,1014.0,1011.4,0.0,1.0,19.6,32.3,0,0,0,1,0
48,18.4,36.4,0.0,11.0,12.3,61.0,35.0,19.0,52.0,20.0,1015.0,1013.0,0.0,1.0,21.0,35.1,0,0,0,1,0
49,21.0,39.9,0.0,14.2,11.0,54.0,26.0,19.0,25.0,15.0,1012.1,1008.1,3.0,7.0,28.0,37.8,0,0,0,1,0
50,20.0,31.7,0.0,11.8,10.9,41.0,26.0,26.0,56.0,40.0,1012.5,1010.4,5.0,1.0,21.8,30.4,0,0,0,1,0
51,17.2,34.3,0.0,7.4,11.8,57.0,31.0,7.0,54.0,28.0,1013.5,1009.3,6.0,6.0,19.4,32.5,0,0,0,1,0
52,18.4,25.4,0.0,7.2,5.7,39.0,15.0,28.0,73.0,59.0,1006.8,1007.3,7.0,7.0,22.4,23.3,0,0,0,1,0
53,12.9,23.5,0.0,6.0,4.2,43.0,17.0,24.0,72.0,90.0,1007.2,1006.8,7.0,8.0,18.3,17.9,0,0,0,1,0
54,8.3,23.9,4.8,3.8,11.3,37.0,7.0,22.0,72.0,43.0,1016.7,1016.1,6.0,7.0,15.9,22.2,1,0,0,1,0
55,13.7,30.2,0.0,6.4,12.0,41.0,20.0,26.0,61.0,33.0,1016.0,1012.3,1.0,1.0,17.8,28.8,0,0,0,1,0
56,22.4,32.9,1.6,8.2,9.7,50.0,11.0,19.0,60.0,48.0,1006.2,1002.5,4.0,6.0,25.9,31.3,1,1,0,0,0
57,18.4,24.7,0.0,7.4,9.5,59.0,35.0,37.0,65.0,40.0,1009.2,1010.7,7.0,3.0,18.4,23.2,0,1,0,0,0
58,6.1,26.2,0.0,10.4,11.2,43.0,15.0,20.0,51.0,21.0,1025.8,1023.2,0.0,0.0,14.8,24.4,0,1,0,0,0
59,13.6,30.4,0.0,6.6,11.7,52.0,28.0,28.0,46.0,19.0,1027.4,1022.8,0.0,1.0,17.3,28.8,0,1,0,0,0
60,17.0,34.3,0.0,10.0,11.7,39.0,24.0,6.0,47.0,14.0,1024.2,1020.0,0.0,0.0,20.1,33.1,0,1,0,0,0
61,15.2,34.5,0.0,8.0,11.6,72.0,13.0,24.0,34.0,22.0,1019.6,1016.6,1.0,0.0,23.1,32.4,0,1,0,0,0
62,17.1,31.6,0.0,11.6,11.5,78.0,37.0,19.0,58.0,26.0,1020.3,1017.2,1.0,0.0,19.1,30.1,0,1,0,0,0
63,17.2,35.0,0.0,8.0,11.7,44.0,22.0,13.0,42.0,15.0,1016.8,1013.8,6.0,4.0,21.4,33.8,0,1,0,0,0
64,15.0,35.3,0.0,10.0,11.6,37.0,19.0,22.0,31.0,12.0,1016.1,1014.0,1.0,1.0,24.3,33.9,0,1,0,0,0
65,14.9,38.3,0.0,9.0,11.8,37.0,15.0,26.0,31.0,12.0,1013.7,1011.3,1.0,1.0,25.2,36.4,0,1,0,0,0
66,12.7,30.8,0.0,8.8,4.9,39.0,11.0,13.0,45.0,27.0,1012.7,1011.7,2.0,7.0,20.3,30.1,0,1,0,0,0
67,18.6,27.1,0.0,5.4,5.3,37.0,11.0,17.0,66.0,46.0,1014.5,1013.0,7.0,7.0,20.4,27.0,0,1,0,0,0
68,14.2,28.3,0.0,7.0,11.0,39.0,19.0,15.0,53.0,27.0,1019.9,1017.9,0.0,0.0,17.9,27.2,0,1,0,0,0
69,13.9,31.1,0.0,8.2,10.9,57.0,26.0,24.0,47.0,24.0,1021.5,1016.8,1.0,3.0,16.6,29.6,0,1,0,0,0
70,16.5,39.7,0.0,12.2,7.1,61.0,30.0,13.0,33.0,14.0,1014.2,1010.7,7.0,6.0,22.0,37.3,0,1,0,0,0
71,15.9,32.2,0.0,5.4,10.8,33.0,11.0,19.0,46.0,39.0,1012.4,1011.3,0.0,1.0,23.1,30.5,0,1,0,0,0
72,16.2,25.6,0.0,7.4,2.9,48.0,9.0,24.0,79.0,63.0,1013.8,1013.1,7.0,8.0,19.5,22.3,0,1,0,0,0
73,12.6,24.2,0.6,4.0,9.8,41.0,13.0,19.0,71.0,40.0,1017.3,1016.2,6.0,1.0,18.3,22.7,0,1,0,0,0
74,8.5,25.9,0.0,6.2,11.5,35.0,9.0,26.0,58.0,37.0,1016.8,1012.2,1.0,3.0,16.8,24.9,0,1,0,0,0
75,11.8,24.8,0.0,8.4,5.8,43.0,11.0,24.0,57.0,44.0,1011.4,1010.7,7.0,6.0,20.4,23.2,0,1,0,0,0
76,10.9,24.0,2.0,3.2,10.1,33.0,9.0,17.0,73.0,35.0,1016.9,1015.7,4.0,2.0,16.2,23.2,1,1,0,0,0
77,11.9,24.2,0.0,4.4,8.0,35.0,11.0,20.0,68.0,64.0,1014.4,1013.5,2.0,7.0,17.6,22.7,0,1,0,0,0
78,12.0,25.0,1.8,2.8,10.0,31.0,9.0,15.0,85.0,41.0,1017.1,1016.0,5.0,2.0,16.8,23.7,1,1,0,0,0
79,12.4,26.0,0.0,4.8,10.6,37.0,4.0,26.0,86.0,44.0,1019.7,1018.3,3.0,7.0,17.8,24.9,0,1,0,0,0
80,14.6,32.5,0.0,7.2,10.7,57.0,24.0,9.0,59.0,26.0,1021.5,1018.7,3.0,1.0,19.1,32.0,0,1,0,0,0
81,16.0,29.4,0.0,6.0,10.8,44.0,22.0,20.0,75.0,36.0,1019.9,1016.6,1.0,1.0,18.2,28.7,0,1,0,0,0
82,17.2,26.0,0.0,7.6,8.4,52.0,22.0,28.0,52.0,35.0,1021.6,1017.6,5.0,5.0,19.4,25.7,0,1,0,0,0
83,17.4,26.1,0.0,6.2,8.9,46.0,19.0,26.0,66.0,47.0,1016.1,1012.1,7.0,1.0,19.5,25.4,0,1,0,0,0
84,13.0,25.8,0.0,5.0,8.1,48.0,22.0,31.0,67.0,43.0,1017.3,1015.1,7.0,1.0,19.8,24.0,0,1,0,0,0
85,9.4,26.2,0.0,5.8,10.1,41.0,7.0,20.0,50.0,25.0,1025.5,1022.4,5.0,1.0,17.4,25.7,0,1,0,0,0
86,13.8,28.1,0.0,5.6,10.8,57.0,35.0,24.0,54.0,25.0,1027.8,1024.7,1.0,0.0,17.7,27.2,0,1,0,0,0
87,14.6,29.2,0.0,6.4,10.3,52.0,26.0,19.0,47.0,20.0,1028.5,1024.5,4.0,2.0,18.4,28.0,0,1,0,0,0
88,13.9,27.9,0.0,7.0,10.8,52.0,26.0,24.0,51.0,22.0,1028.8,1023.7,1.0,0.0,18.7,27.4,0,1,0,0,0
89,14.7,29.2,0.0,8.4,10.9,48.0,20.0,24.0,49.0,18.0,1025.4,1020.0,1.0,1.0,19.3,28.8,0,1,0,0,0
90,17.2,31.6,0.0,7.4,10.4,44.0,31.0,13.0,36.0,17.0,1022.4,1018.1,0.0,1.0,23.3,31.0,0,1,0,0,0
91,17.4,33.6,0.0,7.4,10.0,35.0,19.0,20.0,25.0,12.0,1019.3,1016.1,7.0,5.0,24.8,32.9,0,1,0,0,0
92,17.2,35.5,0.0,7.8,10.5,57.0,31.0,17.0,52.0,15.0,1016.1,1011.3,1.0,2.0,20.8,34.6,0,1,0,0,0
93,14.1,31.1,0.0,5.6,10.0,30.0,9.0,17.0,61.0,54.0,1014.3,1011.8,5.0,7.0,21.3,27.6,0,1,0,0,0
94,15.6,34.2,0.0,6.8,10.6,67.0,24.0,37.0,23.0,4.0,1016.2,1012.4,1.0,1.0,25.4,33.8,0,1,0,0,0
95,20.8,24.6,0.0,12.2,0.1,70.0,35.0,9.0,47.0,59.0,1013.4,1012.4,7.0,8.0,22.1,21.6,0,1,0,0,0
96,15.3,28.2,6.2,3.8,8.0,50.0,6.0,19.0,63.0,38.0,1015.9,1013.9,3.0,3.0,20.4,27.2,1,1,0,0,0
97,14.3,26.9,0.0,4.8,10.5,41.0,20.0,15.0,54.0,37.0,1018.9,1014.8,1.0,0.0,17.8,25.9,0,1,0,0,0
98,13.8,28.6,0.0,6.0,10.6,35.0,17.0,9.0,53.0,34.0,1016.5,1012.2,0.0,1.0,17.9,27.4,0,1,0,0,0
99,13.6,29.9,0.0,4.6,8.3,37.0,19.0,22.0,46.0,38.0,1013.8,1011.5,1.0,3.0,21.2,28.9,0,1,0,0,0
100,16.2,25.6,0.0,5.2,1.8,52.0,9.0,13.0,44.0,64.0,1015.1,1013.1,7.0,7.0,22.3,22.8,0,1,0,0,0
101,17.0,30.0,0.6,2.4,10.5,31.0,19.0,24.0,58.0,45.0,1015.4,1012.0,0.0,1.0,22.5,27.1,0,1,0,0,0
102,13.3,27.9,0.0,4.6,10.7,30.0,2.0,22.0,73.0,48.0,1014.2,1010.8,0.0,1.0,19.4,26.7,0,1,0,0,0
103,13.9,30.6,0.0,4.0,10.5,33.0,7.0,17.0,43.0,32.0,1009.7,1005.8,1.0,1.0,23.8,29.5,0,1,0,0,0
104,12.1,22.1,0.0,5.0,8.4,56.0,15.0,35.0,64.0,39.0,1012.3,1014.2,2.0,3.0,19.4,20.1,0,1,0,0,0
105,3.7,21.5,0.0,4.2,7.3,39.0,7.0,19.0,54.0,37.0,1025.0,1022.4,7.0,1.0,14.7,21.2,0,1,0,0,0
106,9.2,23.2,0.0,4.4,6.2,35.0,4.0,26.0,71.0,56.0,1024.9,1022.2,5.0,5.0,16.5,21.7,0,1,0,0,0
107,11.8,23.1,0.0,2.8,7.2,31.0,6.0,17.0,61.0,49.0,1024.4,1021.9,2.0,5.0,19.2,21.8,0,1,0,0,0
108,7.5,26.3,0.0,3.2,9.4,31.0,6.0,22.0,68.0,46.0,1023.7,1019.9,1.0,6.0,18.1,24.5,0,1,0,0,0
109,11.9,28.9,0.0,3.2,9.3,30.0,17.0,22.0,49.0,31.0,1020.3,1018.2,0.0,3.0,19.3,26.4,0,1,0,0,0
110,11.4,28.5,0.0,5.0,10.1,39.0,20.0,20.0,58.0,31.0,1024.5,1020.7,0.0,0.0,19.4,27.7,0,1,0,0,0
111,16.4,26.5,0.0,6.2,3.8,39.0,9.0,13.0,42.0,39.0,1020.7,1019.2,7.0,6.0,20.0,25.6,0,1,0,0,0
112,9.3,24.5,0.0,4.2,9.3,39.0,17.0,17.0,69.0,35.0,1025.4,1022.2,1.0,0.0,16.5,24.1,0,1,0,0,0
113,10.8,25.2,0.0,4.6,9.8,54.0,31.0,17.0,53.0,29.0,1028.4,1025.0,0.0,0.0,15.6,24.6,0,1,0,0,0
114,13.1,28.5,0.0,6.2,9.9,39.0,20.0,7.0,40.0,23.0,1027.5,1023.6,0.0,1.0,17.5,27.9,0,1,0,0,0
115,10.0,27.4,0.0,4.2,7.0,33.0,15.0,9.0,40.0,20.0,1026.6,1023.5,6.0,7.0,18.4,26.7,0,1,0,0,0
116,11.4,28.0,0.0,4.4,9.9,33.0,15.0,11.0,32.0,17.0,1026.4,1023.6,1.0,0.0,19.3,27.0,0,1,0,0,0
117,9.9,27.9,0.0,4.0,10.0,39.0,26.0,20.0,34.0,18.0,1028.8,1026.0,0.0,0.0,18.3,27.4,0,1,0,0,0
118,11.9,27.3,0.0,6.8,10.0,37.0,26.0,11.0,37.0,20.0,1030.3,1026.5,1.0,2.0,17.4,27.2,0,1,0,0,0
119,12.7,26.0,0.0,3.4,9.9,31.0,17.0,11.0,40.0,24.0,1029.2,1025.8,0.0,0.0,18.7,25.6,0,1,0,0,0
120,10.0,25.5,0.0,4.2,9.8,37.0,20.0,11.0,40.0,24.0,1029.0,1024.7,1.0,1.0,17.4,24.8,0,1,0,0,0
121,12.3,25.8,0.0,4.8,9.7,33.0,17.0,13.0,40.0,21.0,1025.3,1020.9,0.0,2.0,17.6,25.2,0,1,0,0,0
122,9.3,23.6,0.0,3.6,1.2,22.0,9.0,9.0,36.0,32.0,1020.5,1018.7,7.0,7.0,18.4,22.5,0,1,0,0,0
123,11.9,26.4,0.0,2.2,9.5,56.0,4.0,22.0,52.0,36.0,1021.6,1019.5,1.0,1.0,19.0,25.1,0,1,0,0,0
124,14.2,24.6,0.0,5.4,9.5,67.0,17.0,20.0,61.0,29.0,1026.2,1023.6,1.0,1.0,16.5,24.1,0,1,0,0,0
125,12.2,24.9,0.0,4.8,9.4,54.0,20.0,9.0,63.0,31.0,1027.2,1023.4,1.0,2.0,17.0,23.1,0,1,0,0,0
126,9.4,24.6,0.0,4.4,9.5,33.0,20.0,11.0,52.0,27.0,1025.7,1021.7,0.0,1.0,15.3,23.7,0,1,0,0,0
127,8.4,25.6,0.0,3.0,9.6,30.0,15.0,11.0,42.0,21.0,1023.6,1020.0,1.0,0.0,16.1,24.6,0,1,0,0,0
128,7.0,25.5,0.0,3.4,9.5,31.0,15.0,9.0,38.0,21.0,1022.2,1018.4,1.0,1.0,16.0,25.0,0,1,0,0,0
129,8.3,26.5,0.0,4.4,9.2,31.0,20.0,15.0,37.0,20.0,1018.3,1014.2,2.0,1.0,17.0,25.5,0,1,0,0,0
130,6.0,23.2,0.0,4.2,8.9,30.0,9.0,15.0,48.0,49.0,1015.1,1013.5,2.0,1.0,14.6,22.2,0,1,0,0,0
131,9.2,24.4,0.0,2.6,8.8,31.0,11.0,17.0,69.0,55.0,1016.8,1014.8,1.0,1.0,16.4,22.7,0,1,0,0,0
132,12.6,27.2,0.0,2.4,8.1,41.0,13.0,26.0,85.0,32.0,1013.3,1007.4,3.0,1.0,16.6,26.4,0,1,0,0,0
133,14.8,23.2,10.8,3.2,2.5,107.0,41.0,35.0,81.0,91.0,999.8,999.6,6.0,8.0,20.6,15.2,1,1,0,0,0
134,9.8,17.2,17.2,3.4,6.2,91.0,33.0,39.0,53.0,55.0,1003.3,1005.9,3.0,4.0,15.1,15.1,1,1,0,0,0
135,11.0,16.6,21.2,4.0,4.0,56.0,11.0,30.0,93.0,58.0,1009.4,1009.9,7.0,2.0,13.6,15.2,1,1,0,0,0
136,3.1,19.2,0.0,2.0,9.3,22.0,7.0,7.0,76.0,45.0,1018.9,1017.2,1.0,3.0,10.7,18.6,0,1,0,0,0
137,6.2,19.0,0.0,1.8,7.3,37.0,2.0,20.0,65.0,37.0,1021.2,1017.8,2.0,6.0,11.2,18.8,0,1,0,0,0
138,9.6,22.3,0.0,2.2,9.4,54.0,24.0,24.0,48.0,27.0,1018.6,1015.9,2.0,3.0,14.2,21.9,0,1,0,0,0
139,12.5,22.1,0.0,4.4,5.4,50.0,20.0,22.0,51.0,32.0,1018.4,1015.9,7.0,5.0,14.5,21.5,0,1,0,0,0
140,13.0,23.2,0.0,5.2,7.2,46.0,26.0,22.0,52.0,30.0,1019.0,1016.8,2.0,1.0,14.8,22.8,0,1,0,0,0
141,12.4,23.8,0.0,4.6,9.3,41.0,19.0,20.0,54.0,30.0,1020.4,1017.5,0.0,1.0,15.6,23.5,0,1,0,0,0
142,13.7,25.2,0.0,4.4,7.1,48.0,24.0,13.0,55.0,39.0,1018.5,1015.8,7.0,7.0,16.2,24.2,0,1,0,0,0
143,13.6,24.3,0.4,2.4,4.9,26.0,15.0,11.0,65.0,44.0,1017.7,1015.5,7.0,6.0,16.9,23.2,0,1,0,0,0
144,13.9,25.3,0.0,2.2,8.0,37.0,15.0,15.0,71.0,37.0,1019.3,1015.6,6.0,1.0,15.9,25.0,0,0,0,0,1
145,12.2,22.9,3.4,2.0,7.0,26.0,17.0,15.0,91.0,60.0,1017.4,1015.5,7.0,3.0,15.4,21.1,1,0,0,0,1
146,9.4,20.3,0.6,1.6,6.1,50.0,9.0,24.0,94.0,68.0,1020.0,1017.5,4.0,3.0,12.8,18.8,0,0,0,0,1
147,7.3,18.2,2.2,1.8,8.2,39.0,9.0,26.0,71.0,51.0,1022.0,1019.0,4.0,3.0,11.2,17.6,1,0,0,0,1
148,4.7,19.9,0.0,2.8,9.3,30.0,2.0,19.0,86.0,54.0,1022.9,1021.2,1.0,3.0,11.5,18.5,0,0,0,0,1
149,7.2,20.3,0.0,1.6,8.9,26.0,15.0,17.0,79.0,48.0,1026.6,1024.7,1.0,1.0,13.2,19.2,0,0,0,0,1
150,4.2,17.7,0.0,1.8,9.0,26.0,9.0,13.0,86.0,47.0,1027.6,1023.8,1.0,3.0,10.5,17.0,0,0,0,0,1
151,6.5,21.0,0.0,2.2,9.2,20.0,11.0,9.0,70.0,40.0,1025.0,1021.8,2.0,2.0,12.6,20.3,0,0,0,0,1
152,8.5,23.3,0.0,1.8,8.9,35.0,13.0,20.0,51.0,26.0,1019.7,1014.8,0.0,4.0,14.2,21.6,0,0,0,0,1
153,12.3,22.2,0.2,2.0,8.1,37.0,11.0,20.0,86.0,51.0,1013.2,1011.9,6.0,3.0,16.3,21.2,0,0,0,0,1
154,12.2,16.8,20.2,4.8,0.5,37.0,4.0,22.0,97.0,87.0,1011.8,1010.2,7.0,7.0,13.4,13.5,1,0,0,0,1
155,4.2,16.6,7.2,2.2,5.8,22.0,9.0,9.0,89.0,58.0,1018.4,1018.3,2.0,6.0,8.8,15.2,1,0,0,0,1
156,4.8,17.6,0.0,1.4,8.3,33.0,9.0,19.0,78.0,49.0,1025.2,1024.8,7.0,1.0,10.3,16.3,0,0,0,0,1
157,3.3,20.2,0.0,1.4,8.9,24.0,13.0,11.0,72.0,47.0,1028.4,1026.5,1.0,1.0,10.3,18.8,0,0,0,0,1
158,7.4,21.4,0.0,1.2,8.6,26.0,11.0,13.0,77.0,39.0,1026.5,1023.5,1.0,1.0,12.1,20.7,0,0,0,0,1
159,4.7,21.1,0.0,2.0,7.7,28.0,9.0,15.0,73.0,30.0,1024.2,1020.7,1.0,3.0,11.3,20.3,0,0,0,0,1
160,5.7,21.4,0.0,1.4,8.7,43.0,13.0,26.0,58.0,41.0,1020.0,1015.6,1.0,2.0,11.7,20.7,0,0,0,0,1
161,10.2,20.1,0.0,3.2,5.5,35.0,19.0,28.0,72.0,81.0,1014.7,1012.2,6.0,4.0,14.4,17.9,0,0,0,0,1
162,13.2,17.0,11.0,1.0,5.5,81.0,35.0,33.0,77.0,55.0,1005.3,1009.8,7.0,5.0,16.5,14.1,1,0,0,0,1
163,10.5,18.6,7.6,3.4,4.4,74.0,13.0,30.0,78.0,63.0,1014.4,1011.8,6.0,4.0,14.0,17.3,1,0,0,0,1
164,10.5,15.6,19.6,5.4,5.8,50.0,17.0,24.0,74.0,49.0,1017.5,1017.5,7.0,4.0,11.2,14.3,1,0,0,0,1
165,4.0,16.6,0.2,1.2,4.3,31.0,15.0,11.0,66.0,47.0,1019.3,1016.1,7.0,5.0,9.3,15.7,0,0,0,0,1
166,9.2,14.8,0.8,2.4,0.0,41.0,20.0,17.0,74.0,91.0,1008.9,1006.3,7.0,8.0,11.2,11.9,0,0,0,0,1
167,8.9,17.6,7.6,1.2,1.4,52.0,22.0,13.0,88.0,89.0,1002.3,999.5,7.0,7.0,12.7,15.3,1,0,0,0,1
168,12.1,20.1,14.2,0.4,7.7,48.0,19.0,24.0,67.0,62.0,1006.5,1008.1,2.0,3.0,17.3,18.7,1,0,0,0,1
169,9.5,16.5,0.8,1.2,0.1,52.0,13.0,26.0,87.0,85.0,1009.6,1005.2,7.0,8.0,13.1,15.8,0,0,0,0,1
170,13.0,18.3,6.0,2.4,5.9,70.0,26.0,35.0,79.0,51.0,1005.0,1004.0,3.0,4.0,13.8,17.3,1,0,0,0,1
171,13.1,19.3,6.2,1.6,7.3,65.0,22.0,33.0,70.0,62.0,1005.0,1002.6,5.0,4.0,15.7,18.7,1,0,0,0,1
172,13.7,16.2,14.8,7.2,3.8,83.0,33.0,44.0,81.0,70.0,996.8,997.0,6.0,6.0,14.4,13.3,1,0,0,0,1
173,9.1,15.1,8.8,2.8,3.4,56.0,24.0,19.0,80.0,68.0,1010.5,1012.7,7.0,7.0,13.1,13.9,1,0,0,0,1
174,8.9,17.7,5.2,1.2,7.4,33.0,11.0,20.0,94.0,55.0,1021.5,1022.0,7.0,3.0,11.7,17.5,1,0,0,0,1
