MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter
24.8,35.8,0.0,8.0,9.3,41.0,17.0,22.0,40.0,26.0,1013.3,1009.2,6.0,6.0,28.7,35.4,0,0,1,0,0
21.9,37.7,0.0,10.4,11.0,35.0,11.0,11.0,52.0,25.0,1009.0,1004.8,1.0,5.0,28.4,35.5,0,1,0,0,0
27.1,33.4,0.0,5.0,6.6,50.0,20.0,17.0,85.0,65.0,1006.7,1004.0,7.0,6.0,28.2,31.9,0,0,0,1,0
28.0,29.6,0.0,6.0,0.8,54.0,13.0,19.0,79.0,79.0,1007.8,1004.7,7.0,8.0,29.3,27.3,0,0,0,1,0
5.3,25.2,0.0,3.6,10.1,30.0,9.0,17.0,36.0,13.0,1021.2,1019.1,1.0,1.0,14.3,25.2,0,0,0,0,1
8.9,31.5,0.0,7.2,11.6,48.0,19.0,11.0,11.0,6.0,1012.7,1006.7,0.0,0.0,21.7,30.6,0,0,1,0,0
26.2,32.9,0.0,7.2,5.1,41.0,15.0,24.0,70.0,48.0,1013.6,1009.4,7.0,1.0,28.1,31.7,0,0,1,0,0
19.3,33.2,0.0,7.4,11.3,54.0,17.0,28.0,61.0,33.0,1016.6,1011.6,0.0,1.0,26.9,32.5,0,0,1,0,0
8.0,32.4,0.0,11.6,12.7,43.0,20.0,19.0,2.0,1.0,1022.4,1017.1,0.0,1.0,23.5,31.4,0,0,1,0,0
24.6,31.3,6.8,4.6,4.9,52.0,33.0,35.0,79.0,72.0,1003.2,1001.1,7.0,7.0,29.0,30.2,1,0,0,1,0
13.2,31.6,0.0,9.8,8.9,44.0,24.0,20.0,37.0,24.0,1009.3,1005.1,3.0,7.0,23.5,28.9,0,0,0,1,0
23.9,34.4,0.0,7.4,11.5,37.0,19.0,26.0,58.0,43.0,1015.7,1011.1,1.0,2.0,29.4,32.7,0,0,1,0,0
16.4,31.3,0.0,5.8,10.9,28.0,17.0,15.0,53.0,27.0,1013.0,1009.1,1.0,1.0,21.8,30.5,0,0,0,0,1
27.1,39.2,0.0,9.4,10.1,50.0,13.0,15.0,25.0,16.0,1007.4,1003.5,5.0,6.0,32.1,38.1,0,0,0,1,0
26.8,33.7,0.0,4.2,5.3,30.0,7.0,19.0,72.0,56.0,1009.1,1005.3,6.0,6.0,29.9,32.2,0,0,1,0,0
21.4,35.9,9.0,11.8,9.9,46.0,22.0,20.0,47.0,29.0,1007.4,1003.1,3.0,5.0,28.4,34.7,1,0,0,1,0
16.4,30.7,1.4,5.4,11.8,31.0,11.0,15.0,65.0,23.0,1008.6,1006.1,0.0,1.0,22.9,29.9,1,1,0,0,0
17.7,35.5,0.0,12.8,11.3,39.0,20.0,11.0,27.0,13.0,1007.5,1002.7,0.0,4.0,28.1,34.8,0,0,0,1,0
25.3,33.5,0.0,5.6,0.9,31.0,13.0,22.0,66.0,55.0,1013.4,1009.7,3.0,4.0,29.5,32.7,0,0,1,0,0
18.2,30.7,5.8,13.6,6.0,33.0,11.0,9.0,64.0,46.0,1007.4,1001.7,7.0,5.0,20.4,29.7,1,0,0,1,0
11.5,32.0,0.0,11.2,11.8,50.0,26.0,30.0,8.0,5.0,1023.2,1018.2,0.0,1.0,27.0,31.1,0,0,1,0,0
26.3,32.6,0.0,8.0,2.1,26.0,7.0,13.0,75.0,71.0,1012.4,1009.3,7.0,6.0,28.8,29.2,0,0,1,0,0
20.8,37.6,0.0,13.2,12.4,39.0,13.0,7.0,36.0,22.0,1011.2,1007.1,1.0,3.0,30.0,36.1,0,0,0,1,0
10.0,32.0,0.0,8.0,10.8,37.0,11.0,13.0,28.0,19.0,1021.0,1016.7,2.0,0.0,21.6,31.0,0,1,0,0,0
26.0,33.4,0.0,6.8,7.6,33.0,11.0,20.0,81.0,61.0,1011.5,1007.6,6.0,5.0,28.2,32.2,0,1,0,0,0
24.4,33.7,0.0,6.6,9.4,28.0,15.0,15.0,74.0,57.0,1012.8,1008.9,3.0,7.0,28.1,31.8,0,1,0,0,0
15.0,28.2,0.0,7.4,7.4,46.0,20.0,22.0,39.0,21.0,1014.4,1010.7,2.0,3.0,18.5,27.5,0,0,0,0,1
13.8,34.2,0.0,11.2,12.4,31.0,22.0,20.0,23.0,9.0,1014.7,1010.0,0.0,0.0,26.7,33.0,0,0,1,0,0
24.8,34.4,0.0,6.2,11.2,31.0,19.0,15.0,70.0,33.0,1014.5,1010.8,1.0,1.0,28.4,33.8,0,1,0,0,0
25.4,30.0,21.4,3.0,0.3,54.0,13.0,20.0,91.0,84.0,1005.5,1002.3,8.0,8.0,27.1,28.2,1,1,0,0,0
25.2,33.6,0.0,7.8,11.1,33.0,7.0,20.0,65.0,56.0,1011.0,1007.8,6.0,7.0,29.7,32.3,0,0,0,1,0
20.0,32.2,0.0,4.8,10.7,48.0,15.0,15.0,78.0,26.0,1017.6,1013.7,1.0,1.0,24.7,32.0,0,0,0,0,1
22.0,33.7,0.0,9.8,11.4,59.0,15.0,43.0,67.0,42.0,1011.4,1008.5,3.0,6.0,27.5,31.2,0,0,0,1,0
21.7,32.1,0.0,6.4,10.3,33.0,6.0,24.0,74.0,50.0,1013.8,1009.2,1.0,1.0,27.1,30.9,0,0,1,0,0
19.9,33.6,0.0,5.6,11.0,50.0,11.0,19.0,72.0,33.0,1015.2,1011.3,1.0,1.0,25.8,32.6,0,0,0,0,1
10.2,21.3,0.0,3.0,7.4,26.0,13.0,11.0,62.0,46.0,1020.0,1016.7,6.0,2.0,14.3,20.6,0,1,0,0,0
22.2,34.9,0.0,5.6,10.8,39.0,20.0,20.0,58.0,46.0,1016.3,1012.0,1.0,2.0,27.3,32.6,0,1,0,0,0
18.4,32.9,0.0,5.8,10.1,33.0,11.0,19.0,64.0,36.0,1012.2,1009.8,7.0,3.0,23.9,29.9,0,0,0,0,1
17.3,35.4,0.0,13.2,11.9,43.0,24.0,19.0,41.0,19.0,1006.6,1002.6,1.0,1.0,26.2,33.6,0,1,0,0,0
25.4,35.2,0.0,5.6,12.0,33.0,15.0,20.0,68.0,57.0,1010.0,1006.9,2.0,3.0,30.3,34.1,0,0,0,1,0
22.4,33.0,0.0,4.0,11.0,30.0,9.0,20.0,65.0,57.0,1010.3,1007.6,3.0,5.0,28.1,30.9,0,1,0,0,0
23.9,33.1,21.4,4.4,10.8,44.0,9.0,17.0,79.0,62.0,1008.8,1006.0,6.0,5.0,28.3,32.0,1,0,0,1,0
4.3,21.7,0.0,6.2,10.2,43.0,11.0,19.0,33.0,17.0,1023.8,1019.7,1.0,1.0,14.3,21.3,0,1,0,0,0
9.7,30.1,0.0,11.2,12.9,46.0,30.0,13.0,8.0,8.0,1015.3,1010.5,0.0,1.0,22.4,28.6,0,0,1,0,0
28.3,33.1,0.0,4.0,6.6,35.0,15.0,20.0,75.0,64.0,1011.3,1007.8,7.0,6.0,30.1,32.9,0,0,0,1,0
14.2,38.0,0.0,9.8,11.7,39.0,15.0,13.0,13.0,6.0,1015.1,1010.5,0.0,1.0,31.5,36.6,0,0,1,0,0
28.1,34.7,0.0,5.8,9.8,56.0,22.0,24.0,75.0,62.0,1010.0,1006.3,5.0,5.0,30.5,34.4,0,1,0,0,0
17.5,32.4,26.6,8.4,11.2,46.0,24.0,22.0,53.0,39.0,1009.7,1005.0,2.0,7.0,26.2,31.1,1,0,1,0,0
0.2,15.8,0.0,4.0,7.0,31.0,6.0,17.0,86.0,41.0,1031.0,1027.2,7.0,0.0,6.0,15.1,0,0,0,0,1
27.7,32.8,0.0,7.6,9.4,37.0,19.0,28.0,77.0,65.0,1009.1,1005.9,7.0,7.0,30.1,31.5,0,0,0,1,0
18.6,30.6,0.0,7.6,10.5,33.0,17.0,20.0,58.0,39.0,1016.2,1012.3,2.0,0.0,22.8,29.3,0,0,0,0,1
16.8,32.8,0.0,12.0,11.6,56.0,33.0,19.0,2.0,2.0,1018.2,1014.0,0.0,0.0,26.3,31.8,0,0,1,0,0
24.8,32.9,0.0,6.6,6.2,43.0,9.0,20.0,69.0,57.0,1013.6,1009.6,5.0,7.0,29.6,31.7,0,0,1,0,0
24.3,32.7,0.0,3.6,9.7,41.0,20.0,19.0,67.0,42.0,1015.2,1011.9,2.0,2.0,25.7,31.9,0,0,0,0,1
8.1,28.2,0.0,6.2,11.7,31.0,4.0,9.0,34.0,17.0,1018.4,1014.5,0.0,0.0,20.8,27.7,0,0,1,0,0
25.1,33.3,7.2,6.0,8.1,37.0,15.0,33.0,70.0,62.0,1008.5,1004.9,3.0,2.0,30.3,32.4,1,0,1,0,0
21.7,37.7,0.0,15.8,13.0,50.0,24.0,28.0,30.0,19.0,1005.4,1003.0,0.0,5.0,31.0,34.9,0,0,0,1,0
15.4,28.2,0.0,8.2,10.5,44.0,24.0,15.0,30.0,22.0,1018.9,1015.0,2.0,5.0,19.0,26.8,0,0,0,0,1
18.7,31.3,0.0,4.8,10.4,28.0,13.0,22.0,75.0,42.0,1015.8,1012.1,0.0,1.0,22.7,29.9,0,0,0,0,1
25.3,31.3,5.2,6.4,0.2,46.0,15.0,24.0,96.0,76.0,1005.8,1004.1,8.0,7.0,25.9,29.5,1,0,0,1,0
24.9,44.0,2.2,16.2,7.8,67.0,6.0,9.0,31.0,17.0,1007.5,1003.7,3.0,5.0,35.8,42.6,1,0,0,1,0
15.0,30.6,0.0,7.0,10.9,41.0,19.0,17.0,34.0,18.0,1016.3,1012.6,2.0,7.0,22.6,29.6,0,0,0,0,1
15.6,35.7,0.0,10.8,8.8,52.0,11.0,9.0,16.0,12.0,1016.9,1012.1,1.0,2.0,29.7,34.3,0,0,1,0,0
9.0,32.3,0.0,10.2,11.4,56.0,22.0,30.0,10.0,4.0,1013.6,1009.3,0.0,1.0,23.8,30.8,0,0,1,0,0
10.8,26.9,0.0,3.6,10.5,22.0,11.0,9.0,65.0,30.0,1019.2,1015.0,1.0,1.0,17.7,25.4,0,1,0,0,0
18.1,26.5,0.2,10.4,4.0,46.0,28.0,30.0,37.0,23.0,1014.1,1013.6,7.0,7.0,24.4,26.0,0,0,1,0,0
26.3,34.0,0.0,8.0,7.8,39.0,15.0,28.0,66.0,48.0,1012.1,1008.3,5.0,3.0,30.3,33.0,0,0,1,0,0
22.4,31.2,0.6,0.8,1.6,30.0,4.0,17.0,60.0,41.0,1006.7,1004.7,7.0,8.0,26.9,30.7,0,0,0,1,0
26.1,34.5,0.0,6.8,9.5,44.0,17.0,28.0,64.0,40.0,1014.9,1010.5,5.0,2.0,30.1,33.6,0,0,1,0,0
21.5,38.0,0.0,13.0,8.4,30.0,6.0,7.0,39.0,18.0,1017.1,1012.4,2.0,1.0,28.8,35.7,0,1,0,0,0
24.0,33.8,23.6,8.6,9.2,31.0,17.0,19.0,78.0,57.0,1007.9,1004.5,7.0,7.0,28.7,33.4,1,1,0,0,0
22.6,33.5,0.0,6.2,10.6,39.0,11.0,22.0,66.0,45.0,1014.1,1010.0,2.0,3.0,27.0,31.7,0,0,0,0,1
18.3,31.2,0.0,5.2,10.1,44.0,19.0,13.0,62.0,23.0,1017.1,1012.0,3.0,5.0,23.7,30.4,0,0,0,0,1
18.3,30.2,0.0,4.0,9.7,37.0,22.0,15.0,62.0,38.0,1015.1,1011.5,3.0,1.0,23.1,29.0,0,0,0,0,1
16.0,38.9,0.0,13.6,13.1,44.0,28.0,15.0,11.0,7.0,1010.0,1005.3,1.0,5.0,30.7,36.7,0,0,0,1,0
24.8,33.1,0.0,6.2,10.4,35.0,11.0,28.0,67.0,54.0,1014.0,1009.3,3.0,1.0,28.2,31.5,0,0,1,0,0
13.1,32.5,0.0,17.0,13.2,43.0,28.0,26.0,10.0,6.0,1014.9,1010.1,0.0,0.0,24.7,30.4,0,0,0,1,0
28.2,32.3,0.0,7.0,5.0,41.0,20.0,26.0,80.0,68.0,1006.8,1003.8,8.0,7.0,29.2,31.9,0,0,0,1,0
25.2,44.4,0.0,15.2,11.1,57.0,31.0,20.0,31.0,16.0,1005.1,1002.3,1.0,3.0,35.3,43.2,0,0,0,1,0
24.7,33.5,0.0,7.2,11.5,33.0,13.0,17.0,62.0,51.0,1010.9,1007.1,5.0,2.0,30.3,32.7,0,0,1,0,0
17.9,32.2,0.0,6.6,11.0,37.0,17.0,20.0,69.0,36.0,1017.2,1013.3,1.0,1.0,25.6,30.9,0,0,0,0,1
24.6,34.4,0.0,4.4,9.2,30.0,15.0,15.0,74.0,41.0,1009.4,1005.4,6.0,7.0,27.7,33.9,0,1,0,0,0
18.9,29.3,0.0,14.0,11.6,48.0,28.0,24.0,24.0,14.0,1020.3,1014.7,1.0,1.0,21.6,28.5,0,1,0,0,0
25.6,39.3,0.0,16.0,12.4,44.0,26.0,24.0,11.0,12.0,1015.9,1010.5,1.0,1.0,33.3,37.5,0,0,1,0,0
18.5,31.6,0.0,8.0,9.4,39.0,20.0,19.0,46.0,19.0,1014.1,1009.8,7.0,6.0,24.1,30.7,0,0,0,0,1
20.2,32.1,0.0,15.6,11.3,63.0,39.0,31.0,5.0,2.0,1009.8,1009.1,0.0,0.0,27.1,31.4,0,0,1,0,0
24.1,32.2,2.8,5.4,11.2,35.0,17.0,13.0,67.0,39.0,1010.8,1007.4,4.0,2.0,26.8,31.8,1,1,0,0,0
24.8,33.3,1.6,4.0,8.4,30.0,15.0,15.0,93.0,58.0,1013.0,1009.6,7.0,5.0,25.3,32.4,1,1,0,0,0
27.0,33.4,2.4,4.6,3.7,50.0,15.0,24.0,83.0,63.0,1007.1,1003.8,7.0,7.0,29.0,32.6,1,0,0,1,0
27.7,33.3,0.0,7.2,11.4,43.0,24.0,33.0,74.0,65.0,1008.2,1004.8,4.0,7.0,30.2,32.1,0,0,0,1,0
12.4,23.9,0.0,7.6,9.6,39.0,13.0,26.0,33.0,27.0,1015.0,1012.0,7.0,0.0,17.6,23.5,0,0,0,0,1
-0.7,16.4,0.0,4.0,10.0,31.0,7.0,17.0,66.0,30.0,1027.4,1024.1,0.0,0.0,6.6,15.6,0,0,0,0,1
16.2,31.7,0.0,5.8,10.6,41.0,20.0,20.0,41.0,25.0,1016.0,1012.4,5.0,4.0,22.5,31.2,0,0,0,0,1
14.6,37.3,0.0,12.8,13.2,44.0,17.0,13.0,12.0,3.0,1014.4,1011.0,0.0,3.0,28.5,36.0,0,0,0,1,0
26.4,32.8,10.4,4.8,10.8,67.0,13.0,30.0,81.0,64.0,1009.3,1006.7,7.0,7.0,29.7,32.3,1,0,0,1,0
24.5,33.6,15.6,6.6,6.5,35.0,13.0,13.0,91.0,52.0,1009.5,1005.8,7.0,4.0,26.5,33.2,1,0,0,1,0
1.1,16.8,0.0,4.0,4.9,28.0,6.0,17.0,70.0,30.0,1029.8,1025.7,6.0,6.0,6.9,16.5,0,0,0,0,1
24.6,34.5,0.0,7.6,11.2,37.0,15.0,17.0,68.0,37.0,1013.5,1009.5,1.0,2.0,29.4,33.5,0,1,0,0,0
7.6,27.1,0.0,8.4,10.8,39.0,9.0,22.0,33.0,14.0,1023.6,1019.2,1.0,3.0,18.1,25.8,0,1,0,0,0
24.1,30.9,49.4,6.0,2.1,67.0,17.0,22.0,84.0,78.0,1005.0,1000.7,8.0,7.0,27.4,28.2,1,0,0,1,0
9.8,27.2,0.0,9.2,11.1,43.0,22.0,24.0,31.0,18.0,1023.2,1019.5,0.0,0.0,20.7,26.0,0,1,0,0,0
25.9,34.4,0.0,4.0,11.6,33.0,15.0,15.0,78.0,30.0,1012.1,1008.1,3.0,5.0,29.0,33.9,0,0,0,1,0
17.9,34.4,0.0,6.0,11.9,57.0,20.0,13.0,47.0,25.0,1015.3,1010.9,1.0,4.0,26.0,32.7,0,0,1,0,0
24.0,32.4,24.0,8.0,4.7,48.0,19.0,9.0,82.0,94.0,1006.2,1003.2,7.0,8.0,27.6,26.9,1,1,0,0,0
18.1,31.5,0.0,7.0,11.1,33.0,17.0,17.0,50.0,39.0,1016.9,1012.8,0.0,0.0,23.3,29.2,0,0,0,0,1
23.9,34.7,0.0,8.0,10.1,37.0,13.0,24.0,64.0,43.0,1012.6,1007.6,1.0,1.0,29.0,33.4,0,0,1,0,0
21.9,30.1,37.0,5.0,3.0,43.0,9.0,26.0,88.0,72.0,1003.0,1000.1,7.0,7.0,26.8,29.5,1,0,0,1,0
25.0,34.9,0.0,6.2,9.1,43.0,7.0,28.0,68.0,44.0,1012.9,1008.8,7.0,3.0,28.3,33.4,0,0,1,0,0
22.7,34.4,0.0,7.0,10.8,35.0,13.0,24.0,66.0,40.0,1014.8,1009.7,2.0,1.0,29.0,32.2,0,0,1,0,0
22.6,33.3,0.0,4.6,10.1,37.0,11.0,24.0,78.0,38.0,1015.8,1012.8,1.0,2.0,27.5,32.8,0,1,0,0,0
23.6,33.8,0.0,6.2,11.2,65.0,6.0,20.0,65.0,58.0,1013.9,1009.6,3.0,3.0,28.8,31.6,0,1,0,0,0
25.1,35.4,0.0,6.4,10.9,28.0,7.0,19.0,75.0,54.0,1010.8,1007.6,1.0,2.0,29.8,33.4,0,1,0,0,0
21.1,32.9,0.0,9.4,11.2,52.0,28.0,31.0,39.0,30.0,1015.6,1011.5,0.0,2.0,25.5,32.3,0,0,1,0,0
24.7,33.0,36.2,4.2,7.2,24.0,7.0,19.0,82.0,69.0,1007.4,1003.9,7.0,7.0,29.0,31.4,1,0,0,1,0
24.8,32.8,0.6,5.0,4.7,31.0,13.0,11.0,78.0,62.0,1005.8,1003.0,7.0,7.0,27.5,32.0,0,0,0,1,0
25.1,32.7,0.0,7.0,8.5,31.0,4.0,19.0,75.0,59.0,1010.4,1007.2,6.0,7.0,28.8,29.4,0,0,1,0,0
23.7,36.1,0.0,8.0,11.0,41.0,9.0,24.0,63.0,44.0,1014.1,1009.6,4.0,2.0,29.6,32.4,0,0,1,0,0
16.4,31.1,0.0,15.4,13.0,41.0,30.0,24.0,25.0,17.0,1013.3,1009.8,0.0,0.0,24.4,30.5,0,0,0,1,0
24.5,33.6,0.0,7.6,9.4,35.0,13.0,24.0,64.0,52.0,1014.9,1011.0,2.0,4.0,29.4,32.6,0,0,1,0,0
10.7,29.3,0.0,9.0,9.4,41.0,19.0,20.0,33.0,17.0,1018.9,1014.3,4.0,7.0,21.2,28.8,0,1,0,0,0
17.4,31.6,0.0,5.6,10.7,33.0,11.0,19.0,68.0,33.0,1015.0,1010.6,0.0,0.0,24.9,29.5,0,0,0,0,1
24.6,30.7,12.6,2.2,4.2,39.0,11.0,6.0,87.0,75.0,1008.8,1006.6,4.0,7.0,27.6,29.2,1,0,0,1,0
10.1,33.0,0.0,7.4,11.4,28.0,9.0,7.0,31.0,18.0,1016.9,1012.2,0.0,0.0,22.7,31.9,0,1,0,0,0
26.6,31.2,0.0,6.6,2.3,46.0,17.0,22.0,74.0,93.0,1009.9,1008.4,7.0,8.0,30.5,24.9,0,1,0,0,0
-0.3,19.4,0.0,6.4,11.0,33.0,11.0,17.0,40.0,27.0,1027.2,1023.1,0.0,1.0,9.8,17.6,0,0,0,0,1
23.7,29.1,44.8,10.4,2.0,44.0,19.0,30.0,97.0,76.0,1008.6,1004.7,8.0,6.0,23.9,28.5,1,0,0,1,0
26.4,41.2,0.0,15.2,10.1,65.0,17.0,6.0,20.0,15.0,1009.0,1004.5,1.0,7.0,35.4,39.7,0,0,0,1,0
25.6,32.4,0.0,5.6,9.4,44.0,13.0,31.0,76.0,65.0,1009.0,1005.9,5.0,6.0,28.8,31.5,0,0,0,1,0
25.2,33.9,0.0,8.0,8.2,52.0,31.0,30.0,59.0,39.0,1012.4,1010.1,5.0,7.0,28.4,33.6,0,1,0,0,0
1.3,17.2,0.0,3.6,10.2,39.0,19.0,15.0,56.0,28.0,1026.8,1023.5,1.0,1.0,8.1,15.9,0,0,0,0,1
