,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter
26,23.1,31.5,21.4,9.2,3.0,22.0,11.0,7.0,77.0,51.0,1009.0,1005.0,7.0,6.0,23.9,30.2,1,0,0,1,0
27,21.9,32.4,9.4,5.2,7.9,39.0,19.0,17.0,65.0,28.0,1008.5,1006.3,4.0,6.0,26.6,31.3,1,0,0,1,0
28,18.7,32.7,0.0,10.8,12.8,37.0,28.0,17.0,21.0,14.0,1009.6,1006.2,3.0,6.0,26.4,32.0,0,0,0,1,0
29,18.0,34.5,0.0,11.8,7.6,37.0,19.0,13.0,18.0,14.0,1007.3,1003.4,2.0,6.0,27.3,34.4,0,0,0,1,0
30,22.2,36.0,0.0,10.6,10.1,54.0,22.0,28.0,18.0,12.0,1005.8,1002.9,5.0,4.0,29.0,35.0,0,0,0,1,0
31,22.1,34.3,0.0,16.4,13.2,50.0,30.0,30.0,20.0,12.0,1009.2,1005.9,2.0,2.0,27.3,34.0,0,0,0,1,0
32,18.6,34.7,0.0,15.4,12.9,54.0,19.0,24.0,17.0,20.0,1009.3,1004.4,0.0,2.0,26.9,33.3,0,0,0,1,0
33,21.5,36.1,0.0,14.2,11.8,57.0,17.0,26.0,38.0,20.0,1007.7,1003.8,2.0,6.0,29.0,35.5,0,0,0,1,0
34,20.6,36.5,0.0,14.6,12.1,57.0,20.0,30.0,38.0,20.0,1007.3,1003.2,1.0,6.0,29.6,35.8,0,0,0,1,0
35,22.4,36.3,0.0,14.6,10.6,52.0,19.0,24.0,44.0,19.0,1006.4,1002.4,2.0,6.0,30.0,35.6,0,0,0,1,0
36,21.1,35.7,0.0,12.0,8.8,59.0,22.0,37.0,65.0,32.0,1007.7,1004.2,4.0,5.0,27.1,33.3,0,0,0,1,0
37,22.4,34.6,0.0,11.0,12.0,56.0,24.0,31.0,63.0,30.0,1009.4,1005.8,4.0,5.0,26.2,33.5,0,0,0,1,0
38,21.2,36.2,0.0,14.8,12.1,46.0,24.0,24.0,25.0,17.0,1009.3,1004.6,0.0,1.0,29.0,35.3,0,0,0,1,0
39,21.0,37.5,0.0,14.8,12.9,41.0,20.0,15.0,13.0,9.0,1006.6,1002.6,0.0,0.0,30.3,36.1,0,0,0,1,0
40,17.7,37.3,0.0,15.0,13.1,44.0,17.0,17.0,11.0,6.0,1005.9,1003.3,0.0,0.0,30.0,36.7,0,0,0,1,0
41,17.4,38.1,0.0,15.0,13.1,43.0,24.0,17.0,9.0,8.0,1009.3,1005.3,0.0,1.0,30.6,37.5,0,0,0,1,0
42,23.2,38.2,0.0,15.2,12.2,33.0,24.0,11.0,35.0,8.0,1009.7,1005.1,0.0,1.0,31.6,37.7,0,0,0,1,0
43,23.1,37.8,0.0,13.8,13.1,59.0,13.0,37.0,27.0,14.0,1008.9,1005.7,1.0,1.0,31.7,36.6,0,0,0,1,0
44,20.4,38.4,0.0,16.8,12.3,67.0,22.0,35.0,25.0,12.0,1010.1,1006.6,1.0,2.0,30.9,37.3,0,0,0,1,0
45,25.7,37.5,0.0,22.6,12.6,56.0,30.0,30.0,15.0,14.0,1012.6,1009.0,1.0,2.0,30.1,37.5,0,0,0,1,0
46,25.4,36.3,0.0,20.0,7.0,41.0,26.0,28.0,15.0,23.0,1012.8,1008.4,3.0,7.0,29.7,34.4,0,0,0,1,0
47,23.9,25.2,0.0,13.8,0.0,39.0,7.0,13.0,53.0,57.0,1013.2,1010.5,8.0,8.0,23.9,24.2,0,0,0,1,0
48,19.0,25.3,5.2,1.4,1.1,30.0,13.0,22.0,75.0,76.0,1010.4,1007.5,7.0,8.0,22.0,23.1,1,0,0,1,0
49,19.5,31.1,7.8,2.8,5.2,37.0,7.0,17.0,74.0,56.0,1008.2,1005.6,7.0,7.0,25.2,29.9,1,0,0,1,0
50,22.5,37.0,0.0,5.2,12.3,39.0,9.0,19.0,68.0,27.0,1008.2,1003.7,6.0,3.0,28.0,35.0,0,0,0,1,0
51,23.7,38.8,0.0,11.4,12.0,41.0,15.0,9.0,48.0,14.0,1006.3,1002.9,7.0,2.0,30.1,37.8,0,0,0,1,0
52,27.6,40.2,0.4,11.8,10.3,35.0,15.0,13.0,42.0,19.0,1006.6,1002.7,5.0,4.0,32.6,39.0,0,0,0,1,0
53,25.9,39.9,0.2,13.4,5.6,54.0,9.0,28.0,36.0,42.0,1007.9,1005.5,4.0,6.0,33.2,32.7,0,0,0,1,0
54,24.2,39.6,1.4,9.4,12.0,93.0,17.0,59.0,39.0,51.0,1010.1,1007.1,1.0,6.0,32.9,31.2,1,0,0,1,0
55,26.7,39.4,0.0,15.0,13.0,61.0,22.0,31.0,41.0,21.0,1008.1,1003.4,0.0,4.0,32.3,39.0,0,0,0,1,0
56,24.7,36.5,0.0,17.0,12.2,52.0,15.0,24.0,37.0,20.0,1007.1,1002.4,1.0,3.0,30.1,34.5,0,0,0,1,0
57,21.7,34.2,0.0,15.0,9.4,69.0,17.0,37.0,36.0,27.0,1005.0,1000.9,2.0,7.0,29.1,32.0,0,0,0,1,0
58,22.3,32.0,0.0,14.6,8.0,72.0,20.0,17.0,65.0,53.0,1006.2,1002.5,6.0,6.0,25.1,29.9,0,0,0,1,0
59,21.4,35.9,9.0,11.8,9.9,46.0,22.0,20.0,47.0,29.0,1007.4,1003.1,3.0,5.0,28.4,34.7,1,0,0,1,0
60,24.3,38.0,0.0,10.8,9.8,44.0,11.0,28.0,37.0,21.0,1005.6,1001.6,6.0,6.0,32.4,37.2,0,0,0,1,0
61,23.8,39.3,0.0,12.6,12.3,57.0,6.0,28.0,38.0,13.0,1004.7,1001.0,1.0,3.0,32.3,38.8,0,0,0,1,0
62,22.2,40.1,0.0,17.2,11.9,67.0,15.0,24.0,28.0,13.0,1004.6,1001.3,0.0,3.0,32.6,39.3,0,0,0,1,0
63,25.2,40.8,0.0,15.8,9.9,50.0,13.0,31.0,25.0,15.0,1004.2,1001.0,1.0,3.0,33.9,39.1,0,0,0,1,0
64,26.1,41.3,0.0,14.8,9.9,70.0,15.0,30.0,27.0,11.0,1003.8,999.0,2.0,5.0,34.6,40.7,0,0,0,1,0
65,22.5,39.3,0.0,13.0,12.6,48.0,15.0,19.0,25.0,11.0,1004.5,1000.6,0.0,1.0,33.0,38.9,0,0,0,1,0
66,22.9,39.9,0.0,14.8,12.6,50.0,11.0,24.0,21.0,10.0,1004.9,1002.4,4.0,4.0,32.9,38.7,0,0,0,1,0
67,23.9,36.6,0.0,18.6,11.9,48.0,26.0,30.0,30.0,17.0,1007.9,1004.1,2.0,2.0,29.0,36.3,0,0,0,1,0
68,24.3,33.6,0.0,20.0,11.4,52.0,28.0,35.0,17.0,15.0,1010.3,1007.5,6.0,4.0,26.1,32.7,0,0,0,1,0
69,18.7,30.4,0.0,15.6,10.3,46.0,28.0,30.0,17.0,8.0,1013.3,1009.6,3.0,6.0,22.4,29.5,0,0,0,1,0
70,13.8,30.5,0.0,15.2,11.2,43.0,22.0,24.0,15.0,5.0,1013.1,1009.4,7.0,5.0,22.1,30.4,0,0,0,1,0
71,11.8,31.1,0.0,11.2,12.7,44.0,19.0,26.0,17.0,4.0,1013.9,1010.5,1.0,1.0,23.2,30.2,0,0,0,1,0
72,11.0,32.1,0.0,14.0,12.5,43.0,11.0,24.0,11.0,5.0,1013.0,1009.7,0.0,1.0,24.1,31.5,0,0,0,1,0
73,12.3,32.1,0.0,12.0,12.5,43.0,20.0,24.0,24.0,16.0,1012.2,1008.0,0.0,0.0,26.2,31.8,0,0,0,1,0
74,16.1,33.3,0.0,12.0,12.0,54.0,13.0,28.0,26.0,12.0,1011.1,1006.0,2.0,3.0,26.6,32.2,0,0,0,1,0
75,16.1,36.2,0.0,13.6,12.5,37.0,9.0,11.0,17.0,9.0,1007.9,1003.9,1.0,3.0,28.5,34.5,0,0,0,1,0
76,17.7,35.5,0.0,12.8,11.3,39.0,20.0,11.0,27.0,13.0,1007.5,1002.7,0.0,4.0,28.1,34.8,0,0,0,1,0
77,21.0,36.7,0.0,12.8,9.3,50.0,17.0,20.0,23.0,11.0,1007.6,1004.0,1.0,1.0,28.6,36.2,0,0,0,1,0
78,22.9,35.3,0.0,16.8,11.9,41.0,20.0,24.0,35.0,15.0,1012.3,1008.3,1.0,1.0,26.7,35.3,0,0,0,1,0
79,23.0,35.6,0.0,13.8,12.1,46.0,24.0,28.0,30.0,13.0,1012.4,1008.2,3.0,3.0,27.7,34.7,0,0,0,1,0
80,15.9,35.9,0.0,14.8,12.1,37.0,13.0,17.0,23.0,9.0,1010.3,1006.0,0.0,0.0,26.7,34.8,0,0,0,1,0
81,18.8,37.7,0.0,12.0,12.1,54.0,15.0,26.0,17.0,8.0,1010.3,1006.7,0.0,1.0,29.9,36.8,0,0,0,1,0
82,18.9,37.9,0.0,15.0,12.2,37.0,17.0,17.0,11.0,17.0,1010.0,1006.0,0.0,2.0,31.2,36.2,0,0,0,1,0
83,25.2,38.2,0.0,12.6,11.9,50.0,19.0,28.0,40.0,22.0,1009.9,1005.7,0.0,3.0,31.3,36.7,0,0,0,1,0
84,26.2,39.3,0.0,14.8,11.5,39.0,22.0,19.0,44.0,26.0,1010.3,1005.9,0.0,5.0,31.1,35.0,0,0,0,1,0
85,28.2,38.7,0.0,15.4,9.9,41.0,22.0,9.0,38.0,18.0,1010.2,1005.9,3.0,7.0,32.1,37.1,0,0,0,1,0
86,28.9,39.6,0.0,13.0,11.2,39.0,20.0,19.0,25.0,15.0,1009.6,1005.5,1.0,3.0,32.5,39.1,0,0,0,1,0
87,29.4,40.0,0.0,17.4,11.9,50.0,33.0,15.0,27.0,17.0,1009.8,1005.3,0.0,2.0,32.5,38.5,0,1,0,0,0
88,29.0,40.5,0.0,19.2,11.9,52.0,35.0,28.0,28.0,11.0,1009.4,1004.6,1.0,1.0,32.6,39.7,0,1,0,0,0
89,29.6,40.6,0.0,20.0,10.7,69.0,31.0,13.0,20.0,11.0,1011.2,1007.6,1.0,2.0,34.3,39.9,0,1,0,0,0
90,19.8,26.9,0.0,15.0,6.5,54.0,30.0,28.0,42.0,15.0,1020.9,1017.9,3.0,7.0,21.2,26.0,0,1,0,0,0
91,18.9,29.3,0.0,14.0,11.6,48.0,28.0,24.0,24.0,14.0,1020.3,1014.7,1.0,1.0,21.6,28.5,0,1,0,0,0
92,12.7,30.5,0.0,10.8,11.9,48.0,19.0,20.0,29.0,17.0,1015.6,1010.7,0.0,0.0,22.7,29.1,0,1,0,0,0
93,13.9,32.4,0.0,11.2,11.8,41.0,11.0,15.0,27.0,12.0,1012.5,1007.8,0.0,1.0,24.6,31.4,0,1,0,0,0
94,14.5,33.2,0.0,10.6,11.8,33.0,9.0,15.0,24.0,13.0,1010.6,1006.8,0.0,1.0,25.0,32.7,0,1,0,0,0
95,16.5,32.5,0.0,10.4,11.5,33.0,20.0,15.0,37.0,18.0,1013.4,1008.9,1.0,1.0,23.3,30.7,0,1,0,0,0
96,17.0,34.7,0.0,10.6,10.3,33.0,17.0,11.0,28.0,15.0,1012.7,1008.0,1.0,3.0,25.4,33.4,0,1,0,0,0
97,23.5,36.4,0.0,12.0,8.1,48.0,7.0,20.0,23.0,11.0,1012.7,1006.7,5.0,3.0,27.3,35.5,0,1,0,0,0
98,23.0,37.3,0.2,13.2,9.6,48.0,33.0,7.0,31.0,16.0,1012.1,1008.1,5.0,3.0,26.7,35.1,0,1,0,0,0
99,21.9,37.5,0.0,10.8,6.6,50.0,15.0,15.0,29.0,21.0,1012.1,1007.3,1.0,6.0,29.1,36.0,0,1,0,0,0
100,24.0,39.2,0.2,8.6,9.6,50.0,9.0,20.0,36.0,17.0,1012.1,1007.7,1.0,3.0,30.7,37.9,0,1,0,0,0
101,23.9,32.8,0.0,16.0,11.4,43.0,24.0,22.0,30.0,17.0,1015.8,1012.0,2.0,0.0,26.2,31.5,0,1,0,0,0
102,15.6,31.0,0.0,14.8,11.6,48.0,24.0,24.0,25.0,12.0,1016.5,1011.9,0.0,1.0,22.3,29.8,0,1,0,0,0
103,12.8,29.7,0.0,11.0,11.6,41.0,17.0,26.0,27.0,17.0,1015.1,1010.8,0.0,0.0,22.7,28.8,0,1,0,0,0
104,12.5,32.5,0.0,11.0,11.7,30.0,13.0,11.0,27.0,11.0,1013.5,1009.1,0.0,0.0,24.0,31.5,0,1,0,0,0
105,13.4,34.3,0.0,9.2,11.7,41.0,2.0,26.0,22.0,7.0,1013.2,1008.8,0.0,1.0,25.9,33.8,0,1,0,0,0
106,16.2,37.9,0.0,11.8,11.6,39.0,15.0,22.0,17.0,5.0,1011.9,1007.5,1.0,1.0,30.6,37.5,0,1,0,0,0
107,18.5,38.2,0.0,12.0,11.6,39.0,7.0,15.0,13.0,6.0,1011.5,1008.2,1.0,1.0,29.9,37.4,0,1,0,0,0
108,18.9,38.8,0.0,12.0,10.5,44.0,11.0,24.0,18.0,6.0,1012.6,1007.6,4.0,2.0,27.5,38.1,0,1,0,0,0
109,27.4,36.5,0.0,14.2,6.3,43.0,28.0,9.0,22.0,22.0,1012.9,1009.0,1.0,6.0,30.5,34.1,0,1,0,0,0
110,25.7,38.9,0.0,10.2,8.6,76.0,24.0,9.0,22.0,17.0,1013.0,1009.5,1.0,3.0,31.7,37.0,0,1,0,0,0
111,21.9,37.3,0.0,11.2,11.4,50.0,2.0,9.0,24.0,16.0,1017.1,1013.4,0.0,1.0,28.7,36.3,0,1,0,0,0
112,22.4,34.9,0.0,13.0,11.4,39.0,20.0,22.0,29.0,16.0,1019.3,1014.6,1.0,1.0,26.5,34.2,0,1,0,0,0
113,19.5,34.8,0.0,12.0,10.7,37.0,19.0,26.0,26.0,17.0,1017.2,1012.2,0.0,1.0,27.0,33.7,0,1,0,0,0
114,17.7,36.0,0.0,10.4,11.1,41.0,11.0,9.0,20.0,15.0,1014.5,1010.4,0.0,1.0,27.4,34.2,0,1,0,0,0
115,10.6,26.3,0.0,10.6,10.9,44.0,26.0,24.0,34.0,14.0,1021.8,1016.9,1.0,1.0,18.4,25.7,0,1,0,0,0
116,10.7,25.2,0.0,10.4,10.6,50.0,30.0,28.0,36.0,14.0,1021.0,1017.1,5.0,6.0,17.9,24.6,0,1,0,0,0
117,14.2,23.2,0.0,11.4,5.6,48.0,31.0,20.0,35.0,20.0,1022.2,1018.9,6.0,8.0,18.0,22.1,0,1,0,0,0
118,12.6,25.3,0.0,9.6,4.0,33.0,17.0,19.0,20.0,13.0,1021.5,1017.1,8.0,6.0,16.7,24.9,0,1,0,0,0
119,9.3,29.0,0.0,7.4,11.0,28.0,4.0,9.0,21.0,11.0,1018.8,1014.1,1.0,0.0,19.4,28.2,0,1,0,0,0
120,12.3,30.5,0.0,7.6,9.4,35.0,13.0,15.0,30.0,15.0,1018.4,1014.5,2.0,7.0,21.8,29.9,0,1,0,0,0
121,15.5,30.8,0.0,7.6,9.8,44.0,6.0,19.0,27.0,11.0,1017.8,1014.5,3.0,5.0,23.4,29.3,0,1,0,0,0
122,19.6,28.9,0.0,9.0,2.5,41.0,17.0,9.0,26.0,22.0,1016.0,1013.1,7.0,7.0,24.2,28.2,0,1,0,0,0
123,18.9,28.1,0.0,8.0,3.2,44.0,20.0,19.0,31.0,26.0,1016.6,1014.1,7.0,8.0,22.1,27.3,0,1,0,0,0
124,20.1,30.0,0.0,8.4,9.5,41.0,26.0,17.0,40.0,20.0,1018.6,1015.1,5.0,2.0,23.2,29.6,0,1,0,0,0
125,12.0,29.2,0.0,8.0,11.0,37.0,19.0,13.0,24.0,15.0,1017.5,1012.8,3.0,3.0,21.4,28.9,0,1,0,0,0
126,17.9,28.8,0.0,8.4,7.1,30.0,9.0,9.0,28.0,19.0,1015.9,1011.0,7.0,5.0,20.1,26.8,0,1,0,0,0
127,12.4,31.2,0.0,6.0,10.9,28.0,2.0,15.0,26.0,17.0,1014.2,1010.7,2.0,3.0,23.0,30.5,0,1,0,0,0
128,15.6,33.5,0.0,8.0,11.2,26.0,17.0,11.0,19.0,15.0,1014.9,1011.1,1.0,1.0,24.4,32.5,0,1,0,0,0
129,21.5,35.0,0.0,11.4,7.5,61.0,37.0,35.0,16.0,12.0,1011.5,1008.9,3.0,6.0,26.9,32.6,0,1,0,0,0
130,13.9,23.6,0.0,11.6,11.1,41.0,28.0,13.0,44.0,22.0,1017.8,1013.5,1.0,0.0,15.2,23.0,0,1,0,0,0
131,8.6,25.9,0.0,7.4,11.1,30.0,13.0,15.0,50.0,19.0,1018.3,1014.2,0.0,0.0,17.0,25.3,0,1,0,0,0
132,10.2,26.2,0.0,4.8,11.2,31.0,11.0,13.0,34.0,23.0,1018.8,1015.5,0.0,0.0,19.2,25.3,0,1,0,0,0
133,9.2,24.8,0.0,6.0,11.0,33.0,13.0,20.0,47.0,27.0,1020.7,1017.5,0.0,0.0,17.5,23.7,0,1,0,0,0
134,8.3,24.2,0.0,6.4,8.3,35.0,4.0,19.0,44.0,23.0,1022.4,1018.6,7.0,7.0,17.3,23.6,0,1,0,0,0
135,7.6,25.3,0.0,5.6,9.0,41.0,2.0,20.0,43.0,20.0,1021.5,1017.5,2.0,1.0,15.0,24.9,0,1,0,0,0
136,6.7,24.1,0.0,8.4,10.9,50.0,11.0,24.0,36.0,19.0,1022.3,1019.2,1.0,4.0,16.8,23.4,0,1,0,0,0
137,6.1,22.5,0.0,7.4,11.0,48.0,11.0,30.0,35.0,16.0,1024.6,1021.1,1.0,0.0,15.0,22.1,0,1,0,0,0
138,5.2,23.1,0.0,7.6,11.0,50.0,15.0,22.0,31.0,15.0,1025.0,1022.0,0.0,1.0,15.1,22.8,0,1,0,0,0
139,5.0,22.7,0.0,7.2,10.7,46.0,13.0,24.0,34.0,17.0,1026.0,1022.6,2.0,1.0,15.5,22.1,0,1,0,0,0
140,4.9,22.8,0.0,6.8,10.7,43.0,11.0,11.0,38.0,22.0,1026.1,1022.1,1.0,1.0,14.0,21.9,0,1,0,0,0
141,6.4,24.7,0.0,6.0,10.8,44.0,9.0,24.0,34.0,16.0,1025.3,1021.0,0.0,2.0,14.6,24.0,0,1,0,0,0
142,7.0,22.6,0.0,7.2,10.8,48.0,11.0,24.0,38.0,20.0,1025.5,1021.2,0.0,1.0,15.2,21.8,0,1,0,0,0
143,6.5,21.4,0.0,7.0,10.7,41.0,20.0,22.0,43.0,23.0,1025.9,1021.4,2.0,2.0,13.7,20.6,0,1,0,0,0
144,4.7,23.2,0.0,6.4,10.8,39.0,17.0,22.0,37.0,15.0,1024.1,1019.2,1.0,2.0,13.5,22.6,0,1,0,0,0
145,5.8,23.0,0.0,5.8,10.5,37.0,4.0,19.0,36.0,21.0,1021.0,1017.3,1.0,5.0,14.3,22.4,0,1,0,0,0
146,4.3,22.9,0.0,6.4,10.8,37.0,7.0,22.0,42.0,18.0,1021.7,1018.4,0.0,0.0,13.0,20.7,0,1,0,0,0
147,3.9,21.0,0.0,5.6,10.5,37.0,4.0,20.0,44.0,23.0,1021.7,1017.0,1.0,3.0,12.9,20.5,0,1,0,0,0
148,4.9,21.1,0.0,5.2,10.3,41.0,6.0,20.0,44.0,21.0,1020.4,1016.5,1.0,2.0,12.6,20.4,0,1,0,0,0
149,3.9,20.7,0.0,6.2,10.4,50.0,2.0,20.0,41.0,25.0,1022.9,1019.1,1.0,4.0,13.1,20.5,0,1,0,0,0
150,8.7,19.6,0.0,5.6,1.5,56.0,11.0,19.0,46.0,33.0,1022.4,1019.1,7.0,8.0,12.7,18.5,0,1,0,0,0
151,10.0,18.8,0.0,4.0,0.0,30.0,4.0,15.0,54.0,37.0,1021.6,1015.4,8.0,8.0,13.3,18.8,0,1,0,0,0
152,9.8,23.3,0.0,2.8,6.8,30.0,2.0,9.0,53.0,29.0,1017.6,1013.0,3.0,7.0,16.1,22.0,0,1,0,0,0
153,6.9,23.7,0.0,4.0,10.6,37.0,7.0,17.0,54.0,21.0,1016.8,1013.4,0.0,1.0,14.8,23.1,0,1,0,0,0
154,5.8,22.4,0.0,5.2,10.6,37.0,2.0,20.0,54.0,24.0,1018.9,1015.9,0.0,0.0,13.3,22.4,0,1,0,0,0
155,4.2,23.4,0.0,3.8,10.5,19.0,2.0,9.0,59.0,27.0,1017.9,1013.4,1.0,0.0,13.4,23.0,0,1,0,0,0
156,8.3,28.6,0.0,3.2,10.4,31.0,20.0,15.0,41.0,17.0,1013.7,1008.7,0.0,0.0,17.7,28.0,0,1,0,0,0
157,14.0,29.6,0.0,6.8,10.2,48.0,22.0,28.0,27.0,15.0,1012.4,1010.0,1.0,2.0,21.2,29.1,0,1,0,0,0
158,12.7,21.5,0.0,8.0,8.3,33.0,20.0,17.0,48.0,38.0,1019.0,1016.3,1.0,4.0,16.7,20.1,0,1,0,0,0
159,9.0,20.0,0.0,6.8,2.7,35.0,15.0,19.0,50.0,36.0,1020.6,1018.4,7.0,7.0,13.8,19.2,0,1,0,0,0
160,12.3,19.5,0.0,3.6,1.9,37.0,20.0,20.0,55.0,39.0,1020.7,1017.7,7.0,7.0,14.5,18.8,0,1,0,0,0
161,11.4,21.1,0.6,4.8,6.1,35.0,17.0,22.0,54.0,29.0,1021.4,1017.7,7.0,6.0,14.0,20.8,0,1,0,0,0
162,8.7,21.3,0.0,6.6,8.2,37.0,24.0,17.0,39.0,22.0,1021.7,1018.3,5.0,6.0,13.2,20.8,0,1,0,0,0
163,8.4,9.6,8.2,5.2,0.0,39.0,19.0,26.0,96.0,97.0,1022.8,1017.8,8.0,8.0,8.4,9.4,1,1,0,0,0
164,8.3,10.8,12.4,0.4,0.0,22.0,13.0,13.0,95.0,91.0,1023.0,1020.5,7.0,8.0,9.0,10.4,1,1,0,0,0
165,9.0,10.9,0.4,0.4,0.0,24.0,11.0,13.0,92.0,84.0,1024.1,1021.8,8.0,8.0,9.4,10.8,0,0,0,0,1
166,8.6,12.6,0.4,0.4,0.0,20.0,7.0,9.0,90.0,71.0,1023.9,1021.5,8.0,7.0,9.2,12.2,0,0,0,0,1
167,10.2,22.5,0.0,3.2,4.3,41.0,20.0,26.0,44.0,40.0,1016.2,1013.6,4.0,7.0,17.3,20.6,0,0,0,0,1
168,11.4,19.7,1.2,4.8,10.3,33.0,15.0,24.0,61.0,27.0,1018.4,1015.9,1.0,0.0,13.2,19.2,1,0,0,0,1
169,4.6,17.5,0.0,4.0,10.3,33.0,9.0,13.0,74.0,39.0,1021.7,1018.1,2.0,1.0,10.2,16.9,0,0,0,0,1
170,4.1,17.3,0.0,3.4,10.3,24.0,7.0,9.0,63.0,35.0,1023.1,1020.1,0.0,0.0,10.5,16.7,0,0,0,0,1
171,3.0,18.2,0.0,3.2,10.3,28.0,2.0,9.0,65.0,34.0,1025.3,1022.0,0.0,1.0,10.3,17.7,0,0,0,0,1
172,6.1,23.2,0.0,4.4,10.1,41.0,17.0,19.0,42.0,14.0,1020.2,1015.0,1.0,0.0,14.2,22.5,0,0,0,0,1
173,7.7,17.0,0.2,6.2,10.2,33.0,15.0,13.0,44.0,27.0,1019.0,1016.3,1.0,1.0,11.6,16.3,0,0,0,0,1
174,4.0,16.8,0.0,4.0,10.2,37.0,11.0,19.0,57.0,43.0,1022.7,1020.2,1.0,3.0,10.8,16.5,0,0,0,0,1
