,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter
116,14.6,25.9,0.0,7.4,11.5,28.0,6.0,15.0,52.0,52.0,1021.3,1018.6,3.0,1.0,23.6,24.9,0,0,1,0,0
117,18.7,30.5,0.0,8.2,9.8,41.0,7.0,20.0,48.0,50.0,1017.9,1017.3,3.0,5.0,26.8,27.7,0,0,1,0,0
118,20.3,24.5,0.0,7.6,2.5,24.0,11.0,11.0,69.0,63.0,1023.3,1020.2,8.0,8.0,23.4,24.0,0,0,1,0,0
119,18.6,27.8,0.2,5.0,1.2,20.0,9.0,7.0,67.0,67.0,1018.4,1013.4,7.0,8.0,23.2,24.5,0,0,1,0,0
120,20.0,31.5,2.8,2.2,9.9,37.0,11.0,22.0,61.0,64.0,1011.3,1009.1,6.0,2.0,27.8,26.6,1,0,1,0,0
121,19.5,24.5,0.0,9.0,0.0,26.0,7.0,7.0,85.0,91.0,1016.3,1013.0,8.0,8.0,20.1,19.8,0,0,1,0,0
122,19.2,31.0,23.6,3.0,12.2,28.0,11.0,15.0,71.0,56.0,1012.4,1008.8,6.0,1.0,24.4,28.2,1,0,1,0,0
123,19.1,31.3,0.0,4.0,11.8,28.0,7.0,13.0,68.0,63.0,1013.4,1009.6,1.0,3.0,25.9,28.3,0,0,1,0,0
124,22.9,30.5,0.0,6.8,4.3,35.0,15.0,19.0,65.0,69.0,1010.0,1005.8,6.0,7.0,26.7,27.3,0,0,1,0,0
125,20.5,24.0,8.6,5.8,0.1,31.0,9.0,9.0,70.0,67.0,1013.9,1014.3,7.0,7.0,21.3,22.0,1,0,1,0,0
126,16.9,27.4,0.0,3.6,12.6,39.0,11.0,13.0,51.0,48.0,1019.2,1015.6,6.0,2.0,23.3,25.3,0,0,1,0,0
127,17.9,26.2,0.0,7.2,10.5,46.0,13.0,20.0,65.0,55.0,1017.0,1014.8,7.0,3.0,21.9,24.7,0,0,1,0,0
128,17.7,26.7,0.4,7.0,8.1,39.0,11.0,20.0,62.0,60.0,1016.1,1013.8,7.0,7.0,23.4,25.2,0,0,1,0,0
129,19.2,27.5,8.8,4.4,11.0,43.0,9.0,19.0,86.0,65.0,1017.7,1015.6,7.0,3.0,22.3,25.6,1,0,1,0,0
130,19.6,27.6,1.0,6.6,11.3,31.0,9.0,13.0,75.0,64.0,1018.0,1015.3,5.0,3.0,24.8,26.4,0,0,1,0,0
131,19.5,30.0,0.2,6.8,9.6,26.0,2.0,15.0,62.0,57.0,1016.2,1012.1,7.0,3.0,25.4,28.2,0,0,1,0,0
132,21.0,31.9,0.0,6.4,9.7,48.0,7.0,15.0,61.0,64.0,1012.6,1007.9,3.0,7.0,27.9,28.2,0,0,1,0,0
133,19.6,21.7,31.8,10.2,0.0,31.0,11.0,11.0,74.0,89.0,1016.6,1015.7,8.0,8.0,21.2,18.7,1,0,1,0,0
134,17.0,22.1,14.6,3.4,0.0,22.0,7.0,11.0,91.0,84.0,1016.8,1013.7,8.0,8.0,18.2,20.1,1,0,1,0,0
135,18.2,28.7,77.2,2.8,8.1,28.0,6.0,17.0,84.0,70.0,1013.0,1008.5,8.0,7.0,22.0,26.8,1,0,1,0,0
136,18.4,29.2,79.4,6.2,8.6,72.0,6.0,11.0,68.0,65.0,1007.4,1001.8,2.0,7.0,23.9,27.1,1,0,1,0,0
137,18.5,32.7,28.8,7.4,12.0,37.0,13.0,17.0,64.0,35.0,1004.1,999.6,6.0,4.0,26.6,32.3,1,0,1,0,0
138,23.0,32.1,0.2,6.8,9.3,50.0,19.0,26.0,41.0,35.0,997.8,993.2,7.0,5.0,28.3,31.6,0,0,1,0,0
139,16.8,25.2,6.6,13.0,13.2,65.0,26.0,28.0,27.0,20.0,999.9,996.2,1.0,0.0,20.1,24.7,1,0,1,0,0
140,13.8,30.4,0.0,12.0,12.6,37.0,13.0,17.0,32.0,26.0,1006.3,1003.4,0.0,0.0,23.9,30.1,0,0,1,0,0
141,18.2,27.7,0.0,7.8,10.5,28.0,15.0,13.0,53.0,56.0,1012.1,1010.0,7.0,6.0,26.1,26.9,0,0,1,0,0
142,19.5,24.4,11.6,9.8,2.8,30.0,13.0,15.0,80.0,78.0,1013.6,1010.8,7.0,7.0,21.2,22.6,1,0,1,0,0
143,19.9,27.2,25.2,2.2,3.9,26.0,6.0,13.0,91.0,75.0,1013.8,1010.8,8.0,5.0,21.6,24.5,1,0,1,0,0
144,21.2,29.0,2.2,3.2,10.7,43.0,9.0,20.0,67.0,71.0,1011.4,1007.9,7.0,7.0,27.1,27.4,1,0,1,0,0
145,24.5,31.6,0.0,7.2,0.7,54.0,13.0,28.0,68.0,64.0,1006.5,1004.3,7.0,8.0,28.0,25.8,0,0,1,0,0
146,18.9,30.2,3.4,4.6,13.5,48.0,11.0,17.0,37.0,29.0,1010.6,1008.1,1.0,1.0,26.0,29.8,1,0,1,0,0
147,17.0,31.3,0.0,7.2,13.2,30.0,4.0,13.0,52.0,41.0,1013.9,1010.1,1.0,1.0,25.4,28.6,0,0,0,1,0
148,18.6,30.8,0.0,7.4,13.2,31.0,6.0,13.0,52.0,57.0,1013.0,1010.1,1.0,1.0,27.0,29.5,0,0,0,1,0
149,21.8,29.6,0.0,7.0,11.1,35.0,9.0,17.0,60.0,65.0,1013.7,1009.9,2.0,6.0,27.3,27.8,0,0,0,1,0
150,21.4,30.7,3.6,7.6,8.1,39.0,9.0,22.0,58.0,67.0,1014.2,1013.2,2.0,8.0,28.2,25.8,1,0,0,1,0
151,20.5,29.0,9.6,5.8,5.5,28.0,6.0,11.0,66.0,66.0,1017.3,1013.8,6.0,6.0,26.0,27.8,1,0,0,1,0
152,22.1,33.4,7.8,5.6,7.2,35.0,4.0,13.0,64.0,61.0,1011.7,1007.0,6.0,7.0,28.0,31.0,1,0,0,1,0
153,22.6,33.4,12.4,5.4,5.3,39.0,7.0,17.0,68.0,52.0,1007.7,1004.5,7.0,7.0,27.9,32.6,1,0,0,1,0
154,21.9,26.7,0.0,5.2,1.0,28.0,13.0,15.0,58.0,55.0,1013.4,1010.7,8.0,7.0,25.0,25.0,0,0,0,1,0
155,19.5,27.6,0.2,3.4,11.1,30.0,7.0,15.0,63.0,63.0,1013.0,1010.9,3.0,4.0,26.7,26.7,0,0,0,1,0
156,22.1,30.3,0.6,7.6,11.5,30.0,9.0,17.0,58.0,63.0,1011.4,1007.6,2.0,1.0,27.1,28.1,0,0,0,1,0
157,22.2,31.0,0.0,8.0,9.6,44.0,7.0,15.0,62.0,66.0,1010.7,1006.8,1.0,7.0,28.8,28.5,0,0,0,1,0
158,22.1,27.6,9.6,5.4,4.1,26.0,15.0,9.0,77.0,76.0,1013.8,1010.2,8.0,7.0,25.2,26.0,1,0,0,1,0
159,21.9,34.2,0.0,4.2,7.2,44.0,11.0,11.0,61.0,63.0,1006.5,1000.6,7.0,7.0,27.1,30.7,0,0,0,1,0
160,23.1,31.7,0.4,6.2,13.1,54.0,17.0,22.0,49.0,29.0,1002.2,1000.3,2.0,1.0,29.2,31.2,0,0,0,1,0
161,18.6,30.9,0.0,11.4,13.3,39.0,13.0,13.0,33.0,24.0,1007.0,1005.9,1.0,1.0,25.9,30.3,0,0,0,1,0
162,17.8,28.5,0.0,11.0,13.2,28.0,7.0,13.0,53.0,52.0,1014.6,1012.1,4.0,2.0,25.3,27.4,0,0,0,1,0
163,19.0,29.4,0.0,6.8,13.1,30.0,11.0,15.0,54.0,50.0,1014.1,1010.7,2.0,1.0,26.6,28.4,0,0,0,1,0
164,20.3,30.8,0.0,8.4,12.6,37.0,7.0,19.0,49.0,61.0,1010.6,1005.4,1.0,2.0,28.2,28.2,0,0,0,1,0
165,20.5,31.8,2.0,10.2,12.8,33.0,11.0,15.0,54.0,57.0,1006.9,1002.9,1.0,2.0,28.5,31.1,1,0,0,1,0
166,22.0,27.5,0.0,9.2,9.7,44.0,17.0,20.0,59.0,53.0,1013.5,1013.0,7.0,8.0,25.4,25.7,0,0,0,1,0
167,18.4,28.0,0.0,8.2,7.5,48.0,19.0,15.0,52.0,53.0,1018.1,1015.9,7.0,4.0,24.2,25.3,0,0,0,1,0
168,17.9,27.5,0.0,7.4,12.7,33.0,15.0,17.0,50.0,41.0,1018.4,1015.4,5.0,2.0,23.8,26.9,0,0,0,1,0
169,17.2,28.5,0.0,9.2,12.3,35.0,9.0,13.0,56.0,44.0,1015.4,1011.8,3.0,1.0,24.2,27.3,0,0,0,1,0
170,21.1,29.9,0.0,9.4,10.1,37.0,9.0,17.0,53.0,56.0,1012.3,1008.2,1.0,2.0,27.4,28.4,0,0,0,1,0
171,21.8,28.7,0.8,4.6,3.4,28.0,15.0,13.0,68.0,61.0,1014.7,1012.8,7.0,7.0,26.8,27.0,0,0,0,1,0
172,23.8,29.2,0.6,6.0,6.3,30.0,11.0,11.0,60.0,60.0,1013.9,1010.4,6.0,7.0,26.9,27.0,0,0,0,1,0
173,21.9,30.4,4.2,7.6,3.2,24.0,6.0,15.0,87.0,64.0,1010.1,1005.7,7.0,6.0,22.2,27.1,1,0,0,1,0
174,20.8,32.2,0.2,2.6,11.1,43.0,6.0,13.0,65.0,57.0,1007.0,1002.7,3.0,1.0,27.3,31.0,0,0,0,1,0
