MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter
22.5,30.7,0.6,6.8,5.7,33.0,13.0,20.0,79.0,48.0,1017.9,1013.6,7.0,2.0,25.6,29.6,0,0,1,0,0
18.8,26.3,0.0,6.2,10.8,35.0,13.0,28.0,70.0,66.0,1020.3,1016.3,1.0,1.0,23.8,24.9,0,0,1,0,0
17.4,29.4,0.0,7.0,10.6,44.0,17.0,35.0,58.0,46.0,1019.5,1016.1,1.0,2.0,24.9,27.5,0,1,0,0,0
20.2,30.2,0.0,5.8,11.0,46.0,20.0,35.0,57.0,48.0,1013.8,1010.8,2.0,6.0,26.3,28.5,0,1,0,0,0
11.4,26.3,0.0,7.2,10.0,30.0,15.0,19.0,53.0,45.0,1016.9,1013.0,1.0,2.0,19.8,25.0,0,0,0,0,1
23.4,33.9,0.0,9.4,10.2,41.0,19.0,26.0,61.0,47.0,1009.9,1006.6,7.0,8.0,29.4,32.2,0,0,0,1,0
14.3,24.9,0.0,4.0,9.6,19.0,7.0,6.0,53.0,43.0,1020.4,1016.5,6.0,6.0,19.6,23.3,0,1,0,0,0
12.9,24.0,0.0,5.6,9.8,30.0,9.0,7.0,48.0,34.0,1015.4,1013.1,0.0,1.0,18.5,23.6,0,0,0,0,1
14.7,25.1,0.0,9.0,10.6,41.0,30.0,28.0,43.0,23.0,1019.8,1014.9,0.0,0.0,17.7,24.0,0,0,0,0,1
24.4,31.9,0.0,5.2,5.6,30.0,9.0,19.0,71.0,70.0,1008.2,1005.8,7.0,3.0,29.4,30.8,0,0,0,1,0
22.1,27.2,6.2,5.2,3.3,30.0,9.0,15.0,84.0,73.0,1021.8,1019.4,6.0,7.0,25.1,26.0,1,1,0,0,0
18.9,23.7,5.2,0.8,0.2,41.0,30.0,17.0,73.0,74.0,1017.3,1013.9,7.0,7.0,20.3,22.6,1,1,0,0,0
22.0,29.9,0.0,3.8,11.6,31.0,7.0,13.0,59.0,59.0,1014.6,1010.7,3.0,1.0,27.5,28.4,0,0,1,0,0
22.8,32.6,28.6,6.0,9.0,41.0,24.0,31.0,57.0,63.0,1011.5,1008.7,3.0,2.0,30.3,30.1,1,0,0,1,0
24.7,30.7,0.6,7.2,1.1,43.0,20.0,20.0,87.0,93.0,1013.1,1011.0,7.0,8.0,26.1,25.5,0,1,0,0,0
24.0,30.8,1.0,6.6,1.8,39.0,11.0,19.0,75.0,74.0,1007.6,1004.1,7.0,7.0,27.2,30.3,0,0,0,1,0
14.0,21.1,10.2,1.0,6.6,37.0,15.0,20.0,58.0,45.0,1015.0,1012.5,2.0,7.0,17.9,18.8,1,0,0,0,1
8.4,22.5,0.0,3.2,9.8,19.0,9.0,11.0,60.0,52.0,1025.4,1022.3,1.0,1.0,13.7,19.3,0,0,0,0,1
16.2,28.0,0.0,5.6,10.7,19.0,7.0,7.0,59.0,39.0,1018.4,1014.2,1.0,2.0,21.9,27.7,0,1,0,0,0
23.9,31.6,0.0,9.4,9.1,41.0,19.0,26.0,61.0,56.0,1010.4,1006.2,7.0,3.0,29.2,29.8,0,0,1,0,0
20.1,27.5,4.8,4.2,7.0,35.0,17.0,17.0,55.0,45.0,1017.4,1014.7,7.0,7.0,25.6,26.3,1,0,0,1,0
22.1,31.5,0.6,7.4,7.2,39.0,11.0,22.0,59.0,58.0,1014.8,1014.2,7.0,7.0,28.0,27.0,0,0,0,1,0
20.0,27.5,0.0,8.6,10.1,37.0,20.0,30.0,61.0,49.0,1019.3,1014.7,2.0,2.0,23.8,25.3,0,0,1,0,0
14.8,28.0,0.0,9.0,9.9,50.0,20.0,30.0,62.0,57.0,1024.6,1020.9,3.0,1.0,24.1,25.7,0,0,1,0,0
16.6,26.1,0.0,4.2,9.6,30.0,9.0,11.0,59.0,47.0,1025.7,1023.4,2.0,3.0,23.7,23.8,0,0,1,0,0
20.1,28.1,66.2,1.8,6.8,30.0,7.0,15.0,83.0,67.0,1017.9,1015.1,6.0,5.0,24.7,26.9,1,1,0,0,0
15.0,24.0,0.0,4.4,9.1,31.0,4.0,9.0,69.0,49.0,1028.4,1025.5,5.0,3.0,20.1,22.3,0,1,0,0,0
13.3,26.6,0.0,5.8,10.7,37.0,2.0,28.0,65.0,43.0,1018.4,1014.6,0.0,0.0,21.6,24.7,0,0,0,0,1
16.8,24.8,0.0,5.4,9.6,26.0,7.0,7.0,60.0,51.0,1025.2,1021.3,2.0,3.0,20.4,23.7,0,1,0,0,0
11.7,25.3,0.0,5.0,10.4,37.0,6.0,28.0,64.0,47.0,1022.3,1018.8,2.0,3.0,20.0,24.5,0,0,0,0,1
20.4,25.6,0.0,3.4,0.5,44.0,26.0,20.0,86.0,77.0,1017.9,1015.0,7.0,7.0,22.6,24.3,0,0,0,0,1
23.0,31.0,0.6,6.0,10.7,43.0,17.0,28.0,71.0,58.0,1014.1,1010.7,3.0,2.0,27.2,29.8,0,1,0,0,0
11.5,22.5,0.0,2.8,5.6,26.0,6.0,7.0,65.0,59.0,1018.9,1016.8,1.0,7.0,18.1,21.1,0,1,0,0,0
13.1,25.5,0.0,3.0,9.7,15.0,6.0,2.0,81.0,59.0,1024.8,1021.2,5.0,5.0,17.6,25.2,0,1,0,0,0
11.6,22.1,5.0,0.4,10.0,33.0,9.0,15.0,69.0,48.0,1010.2,1007.3,2.0,3.0,17.9,21.3,1,1,0,0,0
17.6,27.5,0.0,8.0,11.1,41.0,11.0,31.0,57.0,49.0,1020.4,1017.0,1.0,1.0,25.1,26.3,0,0,1,0,0
21.0,28.0,0.2,5.4,9.9,33.0,7.0,17.0,69.0,60.0,1014.4,1009.1,3.0,1.0,24.7,26.8,0,0,1,0,0
27.4,34.0,0.0,7.8,12.1,35.0,7.0,26.0,69.0,60.0,1007.4,1005.6,4.0,5.0,31.6,32.6,0,0,0,1,0
13.1,19.4,0.0,6.0,1.6,22.0,9.0,6.0,44.0,37.0,1019.6,1016.2,7.0,6.0,15.9,18.3,0,0,0,0,1
21.4,28.6,7.8,7.4,3.8,30.0,9.0,11.0,64.0,59.0,1013.7,1012.4,7.0,7.0,25.9,26.4,1,0,0,1,0
23.8,32.6,0.0,6.6,2.2,35.0,13.0,26.0,80.0,71.0,1010.7,1007.7,6.0,7.0,27.0,29.8,0,1,0,0,0
21.9,29.3,0.2,7.2,7.9,28.0,11.0,11.0,64.0,58.0,1013.2,1009.4,6.0,4.0,26.8,27.7,0,1,0,0,0
25.8,34.3,0.0,9.8,6.5,61.0,17.0,37.0,56.0,50.0,1008.6,1006.4,7.0,6.0,31.5,33.3,0,0,0,1,0
11.4,21.8,0.0,4.0,4.9,22.0,4.0,6.0,70.0,60.0,1020.5,1017.8,3.0,6.0,16.3,19.1,0,0,0,0,1
21.5,28.9,0.0,4.2,10.7,35.0,20.0,24.0,63.0,54.0,1019.0,1015.2,1.0,1.0,25.4,28.0,0,0,1,0,0
13.1,25.6,0.0,6.4,10.9,37.0,17.0,24.0,59.0,46.0,1020.3,1016.5,2.0,2.0,19.4,24.2,0,0,0,0,1
25.3,31.1,37.0,7.6,2.8,35.0,15.0,19.0,83.0,63.0,1008.7,1006.1,7.0,7.0,28.0,30.2,1,0,0,1,0
25.2,30.3,0.0,6.0,5.0,35.0,15.0,20.0,67.0,68.0,1009.2,1007.2,5.0,7.0,28.9,29.0,0,1,0,0,0
11.0,20.7,0.0,3.2,4.0,28.0,6.0,11.0,72.0,57.0,1022.8,1020.8,6.0,7.0,15.3,18.8,0,0,0,0,1
10.8,23.4,0.0,2.8,9.8,22.0,9.0,13.0,69.0,46.0,1021.5,1018.8,6.0,1.0,16.3,22.0,0,0,0,0,1
19.8,30.5,0.2,8.8,8.9,35.0,17.0,11.0,54.0,49.0,1019.3,1016.9,7.0,7.0,26.7,28.5,0,0,0,1,0
14.9,25.5,1.0,6.2,9.7,28.0,2.0,15.0,72.0,61.0,1019.2,1014.3,1.0,1.0,20.4,24.4,0,0,1,0,0
8.3,21.8,0.0,3.0,9.6,19.0,9.0,9.0,65.0,45.0,1025.2,1021.3,1.0,1.0,13.7,20.3,0,0,0,0,1
10.7,23.6,0.0,4.2,9.4,20.0,6.0,9.0,65.0,49.0,1023.8,1020.4,1.0,1.0,15.6,21.7,0,0,0,0,1
18.6,30.9,0.0,9.2,9.9,35.0,9.0,28.0,66.0,51.0,1016.0,1012.5,2.0,2.0,26.9,29.4,0,1,0,0,0
14.1,29.2,0.0,6.0,11.2,39.0,30.0,20.0,22.0,11.0,1017.6,1012.9,0.0,0.0,22.3,28.4,0,0,1,0,0
4.5,18.7,0.0,3.2,10.4,37.0,11.0,13.0,34.0,16.0,1020.2,1016.2,0.0,0.0,13.7,18.0,0,0,0,0,1
23.3,31.2,18.8,4.8,6.1,50.0,15.0,33.0,76.0,59.0,1013.6,1010.6,8.0,5.0,25.7,30.3,1,0,0,1,0
18.1,27.5,0.0,2.8,9.4,30.0,6.0,11.0,71.0,60.0,1021.4,1020.3,2.0,4.0,22.5,24.5,0,1,0,0,0
11.2,25.4,0.0,3.6,10.3,15.0,6.0,2.0,64.0,42.0,1018.6,1014.5,2.0,1.0,17.4,24.9,0,1,0,0,0
21.1,29.9,0.0,9.4,10.1,37.0,9.0,17.0,53.0,56.0,1012.3,1008.2,1.0,2.0,27.4,28.4,0,0,0,1,0
19.7,28.4,0.0,12.0,11.4,43.0,22.0,30.0,57.0,58.0,1022.0,1017.7,4.0,2.0,25.6,26.1,0,0,1,0,0
18.0,28.5,0.0,9.6,11.3,41.0,15.0,31.0,57.0,60.0,1020.6,1017.0,1.0,2.0,25.4,26.5,0,0,1,0,0
20.9,28.5,0.0,9.8,6.5,43.0,20.0,26.0,74.0,69.0,1020.3,1017.0,2.0,7.0,24.5,25.7,0,0,0,0,1
24.1,32.1,0.4,5.2,7.8,37.0,15.0,15.0,78.0,66.0,1011.3,1008.2,4.0,4.0,27.7,30.8,0,1,0,0,0
17.5,27.7,0.0,6.6,10.7,39.0,15.0,26.0,61.0,52.0,1018.9,1015.3,2.0,2.0,23.5,26.3,0,0,0,0,1
17.1,31.3,0.0,7.6,12.2,24.0,2.0,11.0,47.0,53.0,1018.3,1012.5,1.0,1.0,25.4,28.6,0,0,1,0,0
26.7,33.4,0.0,10.6,8.7,41.0,13.0,28.0,75.0,62.0,1008.1,1003.6,7.0,7.0,29.6,31.4,0,0,0,1,0
23.3,29.2,6.0,3.6,3.2,52.0,24.0,30.0,89.0,73.0,1013.1,1009.8,7.0,7.0,24.4,27.5,1,1,0,0,0
24.5,31.3,0.0,6.4,12.4,31.0,11.0,22.0,64.0,65.0,1009.7,1006.1,3.0,3.0,29.0,30.7,0,0,0,1,0
17.9,27.0,0.2,6.4,9.8,35.0,9.0,13.0,47.0,54.0,1016.0,1013.7,4.0,7.0,24.6,24.7,0,0,1,0,0
16.5,27.9,0.6,5.0,10.4,24.0,9.0,7.0,64.0,40.0,1016.3,1012.9,2.0,2.0,22.4,27.8,0,1,0,0,0
22.2,28.5,0.8,8.0,9.3,33.0,20.0,20.0,71.0,50.0,1018.3,1013.4,6.0,1.0,24.7,27.5,0,0,1,0,0
24.2,31.5,63.4,8.0,5.5,41.0,13.0,20.0,84.0,70.0,1001.9,998.8,7.0,7.0,27.1,30.5,1,0,0,1,0
21.9,27.4,3.4,3.8,0.1,50.0,17.0,20.0,70.0,61.0,1014.8,1013.5,8.0,8.0,25.8,25.8,1,1,0,0,0
25.1,33.0,0.0,6.2,5.0,35.0,15.0,13.0,65.0,60.0,1007.9,1004.2,3.0,7.0,29.5,31.4,0,0,0,1,0
18.8,25.9,5.4,2.6,8.5,46.0,28.0,33.0,79.0,58.0,1022.0,1019.5,7.0,3.0,22.1,24.4,1,0,0,0,1
24.1,31.7,0.0,5.4,7.8,28.0,7.0,9.0,68.0,71.0,1008.0,1004.8,2.0,7.0,30.2,29.1,0,0,0,1,0
20.0,26.0,5.4,6.2,5.8,57.0,35.0,37.0,70.0,68.0,1022.3,1019.3,6.0,8.0,21.4,22.9,1,0,0,0,1
19.6,28.5,1.2,8.4,7.8,28.0,9.0,17.0,68.0,46.0,1018.1,1015.4,1.0,4.0,24.9,27.3,1,0,0,1,0
10.0,23.6,0.0,3.6,10.2,24.0,6.0,11.0,56.0,38.0,1026.5,1023.4,1.0,1.0,16.0,22.5,0,0,0,0,1
23.4,30.4,86.4,6.4,1.9,50.0,4.0,13.0,78.0,76.0,1005.6,1003.8,7.0,8.0,26.9,28.9,1,1,0,0,0
16.0,28.0,0.0,5.2,10.1,24.0,6.0,9.0,69.0,51.0,1021.0,1017.5,1.0,1.0,20.9,26.3,0,1,0,0,0
13.5,26.2,0.0,5.8,10.7,28.0,13.0,19.0,55.0,45.0,1017.4,1013.1,7.0,7.0,21.1,25.1,0,0,0,0,1
20.7,32.4,0.0,8.6,11.9,31.0,4.0,15.0,54.0,60.0,1008.4,1005.5,1.0,1.0,28.4,29.9,0,0,0,1,0
13.2,26.9,0.0,4.8,10.3,33.0,9.0,26.0,68.0,63.0,1018.2,1014.7,1.0,1.0,22.3,24.4,0,0,0,0,1
21.9,29.8,22.8,2.6,2.8,31.0,11.0,20.0,93.0,81.0,1012.9,1009.9,7.0,7.0,25.2,27.6,1,1,0,0,0
22.9,28.9,0.0,5.4,2.8,31.0,15.0,17.0,79.0,66.0,1013.8,1010.3,7.0,7.0,24.6,28.4,0,1,0,0,0
23.1,31.4,0.0,4.8,7.1,31.0,11.0,19.0,69.0,62.0,1006.5,1004.1,3.0,4.0,29.1,30.0,0,0,0,1,0
13.6,26.2,0.0,4.0,9.8,33.0,6.0,26.0,71.0,48.0,1019.1,1016.2,0.0,1.0,21.1,24.6,0,0,0,0,1
7.8,20.7,0.0,4.4,9.5,26.0,9.0,6.0,53.0,39.0,1023.2,1021.0,0.0,2.0,12.8,20.5,0,0,0,0,1
25.3,32.7,0.8,6.8,10.3,54.0,22.0,39.0,68.0,58.0,1007.2,1004.0,7.0,5.0,30.3,31.4,0,0,0,1,0
20.8,28.1,0.8,3.6,3.2,28.0,7.0,11.0,73.0,75.0,1015.7,1012.2,7.0,7.0,24.9,25.4,0,1,0,0,0
10.3,26.0,0.0,5.2,10.2,39.0,9.0,15.0,41.0,33.0,1016.3,1012.7,0.0,0.0,19.9,25.3,0,1,0,0,0
24.4,30.1,29.0,3.2,4.7,31.0,13.0,20.0,79.0,65.0,1010.9,1007.9,7.0,6.0,28.0,29.1,1,0,0,1,0
24.1,30.1,10.8,3.6,2.2,31.0,13.0,22.0,84.0,88.0,1012.3,1010.0,7.0,7.0,27.3,26.6,1,1,0,0,0
22.9,26.6,55.6,1.8,0.0,33.0,15.0,20.0,96.0,93.0,1012.0,1009.1,8.0,8.0,23.5,23.8,1,1,0,0,0
10.0,21.9,0.0,7.2,9.9,35.0,9.0,9.0,42.0,29.0,1018.9,1017.8,5.0,2.0,14.7,20.7,0,0,0,0,1
17.9,28.4,0.0,6.6,8.7,26.0,4.0,11.0,70.0,53.0,1019.3,1016.1,2.0,2.0,23.5,26.1,0,1,0,0,0
8.2,15.7,2.4,2.0,5.2,39.0,11.0,15.0,75.0,49.0,1010.5,1005.9,7.0,6.0,11.5,14.3,1,0,0,0,1
19.8,28.4,0.0,5.4,6.3,35.0,17.0,17.0,73.0,62.0,1017.0,1014.4,5.0,6.0,23.1,26.4,0,0,0,0,1
22.0,26.9,6.0,4.4,0.9,50.0,26.0,17.0,89.0,87.0,1015.9,1013.5,7.0,8.0,23.6,23.1,1,1,0,0,0
16.3,27.1,0.0,10.4,12.7,28.0,6.0,11.0,45.0,49.0,1016.5,1013.6,1.0,2.0,24.3,25.2,0,0,1,0,0
25.3,31.2,1.6,7.4,4.6,48.0,13.0,28.0,73.0,71.0,1012.8,1009.8,7.0,7.0,28.9,29.3,1,0,0,1,0
12.9,21.4,0.6,0.4,9.6,22.0,4.0,9.0,76.0,57.0,1031.6,1029.4,3.0,2.0,16.6,19.5,0,0,0,0,1
25.9,32.1,0.6,5.8,4.5,28.0,9.0,15.0,71.0,75.0,1007.9,1005.2,7.0,5.0,29.2,29.8,0,0,0,1,0
14.4,23.0,0.0,8.0,11.1,54.0,26.0,17.0,30.0,22.0,1021.3,1017.5,5.0,1.0,17.9,22.7,0,0,0,0,1
23.9,30.8,0.8,6.4,11.3,30.0,7.0,13.0,62.0,66.0,1012.5,1009.0,2.0,3.0,28.7,29.2,0,0,0,1,0
24.0,27.4,0.0,4.6,0.1,48.0,15.0,20.0,75.0,82.0,1013.2,1011.3,7.0,7.0,26.9,25.0,0,0,1,0,0
25.9,31.7,0.4,9.2,4.6,46.0,28.0,31.0,73.0,46.0,1012.9,1010.3,7.0,6.0,27.6,29.3,0,0,1,0,0
10.7,26.9,0.0,5.0,9.5,48.0,17.0,28.0,43.0,50.0,1018.5,1015.6,1.0,2.0,21.6,25.7,0,0,0,0,1
19.4,21.8,1.0,4.4,0.0,24.0,2.0,6.0,89.0,88.0,1008.3,1007.0,7.0,8.0,21.1,17.1,0,0,0,0,1
23.9,30.3,13.0,3.0,7.3,30.0,13.0,15.0,81.0,69.0,1010.2,1007.5,7.0,2.0,27.1,29.7,1,1,0,0,0
15.5,28.9,0.0,7.0,10.4,33.0,7.0,19.0,59.0,47.0,1018.8,1014.2,2.0,1.0,25.0,27.6,0,0,1,0,0
16.6,27.6,0.0,8.6,10.2,28.0,7.0,17.0,61.0,50.0,1017.2,1012.9,2.0,1.0,24.4,26.4,0,0,1,0,0
23.6,31.2,0.8,8.8,0.8,26.0,4.0,4.0,65.0,76.0,1012.7,1010.5,8.0,8.0,28.1,27.6,0,0,0,1,0
16.7,27.2,0.0,6.6,8.5,39.0,28.0,24.0,42.0,52.0,1022.0,1019.1,1.0,6.0,19.8,24.1,0,0,0,0,1
18.0,27.4,0.2,3.4,6.9,31.0,6.0,15.0,72.0,43.0,1019.1,1015.9,6.0,5.0,22.3,25.1,0,0,0,0,1
14.1,23.2,13.6,5.6,9.2,33.0,7.0,15.0,59.0,29.0,1017.9,1013.6,4.0,1.0,18.1,22.3,1,0,0,0,1
20.1,30.4,0.0,8.6,11.4,37.0,17.0,20.0,59.0,52.0,1014.7,1011.1,5.0,1.0,27.9,28.5,0,0,1,0,0
21.1,31.7,0.0,9.4,9.5,26.0,4.0,13.0,58.0,50.0,1015.5,1012.5,7.0,1.0,26.8,29.9,0,0,0,1,0
23.2,30.5,0.0,8.6,11.4,30.0,9.0,24.0,64.0,61.0,1015.7,1013.2,1.0,1.0,28.2,29.8,0,1,0,0,0
23.6,30.4,13.4,4.8,10.4,31.0,7.0,24.0,69.0,68.0,1010.6,1007.6,6.0,3.0,28.6,30.0,1,0,0,1,0
15.6,29.0,0.0,4.6,10.7,35.0,15.0,22.0,58.0,49.0,1019.8,1015.8,1.0,1.0,23.9,27.3,0,0,0,0,1
22.0,27.0,4.6,6.0,1.4,39.0,19.0,30.0,89.0,71.0,1017.6,1014.9,7.0,6.0,23.2,25.2,1,0,0,0,1
24.4,30.4,0.0,7.4,3.3,30.0,6.0,6.0,73.0,79.0,1012.2,1010.4,7.0,8.0,28.4,27.7,0,0,0,1,0
18.0,27.9,2.4,5.6,13.1,33.0,9.0,15.0,55.0,46.0,1016.4,1013.9,4.0,3.0,25.1,26.9,1,0,0,1,0
15.9,24.0,0.0,8.6,10.6,46.0,26.0,19.0,39.0,25.0,1016.2,1011.7,0.0,0.0,18.4,23.3,0,1,0,0,0
21.7,27.6,0.6,4.0,6.5,43.0,22.0,30.0,75.0,57.0,1017.8,1015.9,7.0,7.0,23.6,26.6,0,0,0,0,1
26.1,31.3,0.4,11.4,1.9,37.0,26.0,15.0,90.0,82.0,1009.4,1005.9,7.0,7.0,26.1,28.0,0,0,0,1,0
15.6,22.3,1.4,4.8,1.5,37.0,22.0,13.0,55.0,48.0,1018.9,1016.0,7.0,8.0,18.6,21.8,1,0,0,0,1
23.2,25.3,54.6,2.0,0.0,70.0,22.0,24.0,92.0,97.0,1003.3,999.0,8.0,8.0,24.2,23.7,1,0,0,1,0
15.8,27.8,0.0,8.4,11.8,33.0,9.0,15.0,48.0,57.0,1020.3,1015.4,1.0,2.0,25.3,25.4,0,0,1,0,0
24.1,31.3,5.8,8.6,10.0,28.0,9.0,15.0,69.0,66.0,1010.9,1008.6,5.0,7.0,29.6,29.9,1,0,0,1,0
14.7,28.1,0.0,3.2,8.8,19.0,2.0,6.0,72.0,47.0,1020.9,1015.0,4.0,2.0,20.4,27.3,0,1,0,0,0
22.3,28.1,36.0,4.6,2.2,31.0,20.0,13.0,78.0,76.0,1012.6,1010.0,7.0,7.0,25.4,27.1,1,1,0,0,0
23.8,31.9,4.6,12.2,12.0,46.0,24.0,33.0,57.0,50.0,1016.7,1013.2,6.0,1.0,28.4,30.2,1,0,0,1,0
16.2,27.8,0.2,4.4,8.0,54.0,17.0,31.0,62.0,60.0,1020.2,1017.8,4.0,5.0,24.3,25.5,0,1,0,0,0
11.4,24.3,0.0,2.6,9.1,15.0,6.0,7.0,75.0,55.0,1020.0,1015.7,1.0,3.0,16.7,22.5,0,0,0,0,1
24.0,33.0,0.0,11.2,8.4,44.0,20.0,30.0,60.0,55.0,1010.7,1007.3,7.0,6.0,27.8,30.9,0,0,0,1,0
24.3,32.8,4.0,9.4,11.5,31.0,9.0,20.0,66.0,59.0,1006.8,1003.4,4.0,1.0,28.4,31.8,1,0,0,1,0
23.0,31.9,0.0,9.6,12.0,31.0,6.0,13.0,50.0,42.0,1012.1,1007.9,3.0,2.0,28.9,30.9,0,0,0,1,0
8.9,20.3,0.0,2.2,9.8,33.0,9.0,13.0,50.0,36.0,1011.7,1008.1,1.0,1.0,15.1,19.6,0,0,0,0,1
19.5,28.0,0.4,3.6,10.1,24.0,6.0,13.0,65.0,57.0,1017.1,1013.6,3.0,2.0,24.3,25.5,0,0,1,0,0
8.3,22.1,0.0,3.2,9.8,26.0,7.0,11.0,75.0,53.0,1021.7,1017.2,1.0,1.0,14.0,20.9,0,0,0,0,1
18.4,26.3,0.2,8.4,10.2,31.0,11.0,13.0,58.0,51.0,1020.4,1017.8,4.0,2.0,22.7,25.1,0,0,1,0,0
24.7,32.9,0.0,8.0,2.4,28.0,9.0,13.0,73.0,58.0,1009.0,1005.8,7.0,7.0,28.1,30.2,0,0,0,1,0
22.7,26.9,0.0,6.8,1.2,33.0,15.0,15.0,54.0,57.0,1014.8,1013.3,7.0,7.0,25.0,25.6,0,0,0,1,0
21.3,30.4,0.0,5.6,8.5,22.0,4.0,9.0,68.0,61.0,1018.1,1014.8,6.0,6.0,26.2,28.7,0,1,0,0,0
13.5,22.9,0.0,3.6,9.2,24.0,11.0,11.0,53.0,35.0,1024.6,1021.6,1.0,5.0,18.2,21.9,0,0,0,0,1
21.7,28.7,0.0,6.6,1.5,50.0,31.0,28.0,68.0,65.0,1020.8,1018.8,7.0,7.0,23.9,24.4,0,0,0,0,1
10.1,22.0,0.0,7.4,11.0,35.0,7.0,22.0,44.0,42.0,1021.7,1018.3,2.0,1.0,17.8,20.7,0,0,0,0,1
23.0,31.0,2.0,6.6,10.1,50.0,20.0,31.0,71.0,55.0,1012.3,1009.5,4.0,4.0,27.3,29.9,1,1,0,0,0
21.7,28.5,0.0,9.8,6.1,33.0,6.0,13.0,58.0,60.0,1017.0,1015.5,6.0,5.0,26.3,27.4,0,0,0,1,0
24.7,29.6,0.6,4.8,0.2,44.0,17.0,11.0,91.0,86.0,1005.3,1001.9,8.0,8.0,24.9,27.2,0,0,0,1,0
15.6,22.3,0.0,1.4,4.4,17.0,4.0,4.0,66.0,34.0,1019.7,1018.0,6.0,2.0,16.5,21.9,0,0,0,0,1
9.3,22.4,0.0,9.6,9.9,33.0,9.0,6.0,38.0,19.0,1021.4,1017.9,0.0,0.0,14.6,21.6,0,0,0,0,1
24.1,30.2,37.2,3.8,1.7,30.0,13.0,15.0,96.0,73.0,1002.1,998.7,8.0,7.0,24.9,30.0,1,0,0,1,0
24.1,26.9,10.0,7.2,0.2,43.0,26.0,6.0,96.0,98.0,1010.9,1007.9,8.0,8.0,24.3,23.6,1,0,0,1,0
21.2,28.9,0.0,5.0,6.5,31.0,7.0,15.0,61.0,55.0,1012.8,1008.8,2.0,7.0,26.4,27.1,0,1,0,0,0
23.6,30.6,11.6,1.6,7.8,44.0,13.0,28.0,81.0,60.0,1010.3,1007.6,7.0,7.0,26.7,29.3,1,0,0,1,0
20.4,28.3,0.2,3.8,5.3,31.0,15.0,17.0,62.0,48.0,1021.9,1018.7,7.0,7.0,24.7,27.6,0,0,0,0,1
23.5,31.8,0.0,8.0,4.7,24.0,4.0,9.0,64.0,60.0,1013.3,1009.9,6.0,7.0,28.4,29.5,0,1,0,0,0
20.3,28.9,0.0,6.8,10.6,35.0,17.0,19.0,67.0,50.0,1016.5,1013.5,5.0,0.0,25.1,27.9,0,0,1,0,0
